'Elapsed time','ECG'
'seconds','mV'
0.000,0.023
0.005,0.141
0.010,0.138
0.015,0.119
0.020,0.097
0.025,0.093
0.030,0.117
0.035,0.096
0.040,0.082
0.045,0.095
0.050,0.088
0.055,0.076
0.060,0.082
0.065,0.079
0.070,0.064
0.075,0.063
0.080,0.065
0.085,0.057
0.090,0.056
0.095,0.055
0.100,0.049
0.105,0.044
0.110,0.043
0.115,0.041
0.120,0.037
0.125,0.035
0.130,0.028
0.135,0.021
0.140,0.020
0.145,0.020
0.150,0.016
0.155,0.015
0.160,0.015
0.165,0.012
0.170,0.007
0.175,0.003
0.180,0.003
0.185,0.000
0.190,-0.002
0.195,0.000
0.200,0.000
0.205,-0.002
0.210,-0.006
0.215,-0.010
0.220,-0.012
0.225,-0.013
0.230,-0.012
0.235,-0.013
0.240,-0.017
0.245,-0.020
0.250,-0.018
0.255,-0.013
0.260,-0.013
0.265,-0.018
0.270,-0.022
0.275,-0.022
0.280,-0.020
0.285,-0.019
0.290,-0.020
0.295,-0.024
0.300,-0.026
0.305,-0.027
0.310,-0.025
0.315,-0.019
0.320,-0.015
0.325,-0.018
0.330,-0.026
0.335,-0.031
0.340,-0.031
0.345,-0.026
0.350,-0.022
0.355,-0.022
0.360,-0.025
0.365,-0.026
0.370,-0.027
0.375,-0.025
0.380,-0.022
0.385,-0.021
0.390,-0.023
0.395,-0.032
0.400,-0.040
0.405,-0.045
0.410,-0.058
0.415,-0.081
0.420,-0.096
0.425,-0.097
0.430,-0.096
0.435,-0.107
0.440,-0.123
0.445,-0.136
0.450,-0.141
0.455,-0.124
0.460,-0.099
0.465,-0.080
0.470,-0.055
0.475,-0.028
0.480,-0.010
0.485,-0.002
0.490,0.004
0.495,0.027
0.500,0.062
0.505,0.078
0.510,0.078
0.515,0.078
0.520,0.076
0.525,0.071
0.530,0.072
0.535,0.072
0.540,0.068
0.545,0.065
0.550,0.065
0.555,0.065
0.560,0.061
0.565,0.054
0.570,0.049
0.575,0.045
0.580,0.042
0.585,0.039
0.590,0.035
0.595,0.025
0.600,0.001
0.605,-0.036
0.610,-0.063
0.615,-0.100
0.620,-0.239
0.625,-0.526
0.630,-0.927
0.635,-1.347
0.640,-1.508
0.645,-1.098
0.650,-0.325
0.655,0.313
0.660,0.613
0.665,0.647
0.670,0.622
0.675,0.569
0.680,0.421
0.685,0.298
0.690,0.254
0.695,0.210
0.700,0.173
0.705,0.174
0.710,0.168
0.715,0.146
0.720,0.138
0.725,0.139
0.730,0.128
0.735,0.111
0.740,0.102
0.745,0.094
0.750,0.086
0.755,0.082
0.760,0.074
0.765,0.064
0.770,0.058
0.775,0.055
0.780,0.047
0.785,0.037
0.790,0.029
0.795,0.024
0.800,0.015
0.805,0.004
0.810,-0.005
0.815,-0.015
0.820,-0.026
0.825,-0.038
0.830,-0.052
0.835,-0.067
0.840,-0.083
0.845,-0.100
0.850,-0.117
0.855,-0.138
0.860,-0.163
0.865,-0.188
0.870,-0.211
0.875,-0.233
0.880,-0.253
0.885,-0.269
0.890,-0.282
0.895,-0.290
0.900,-0.296
0.905,-0.295
0.910,-0.285
0.915,-0.266
0.920,-0.238
0.925,-0.202
0.930,-0.156
0.935,-0.096
0.940,-0.027
0.945,0.044
0.950,0.114
0.955,0.181
0.960,0.243
0.965,0.296
0.970,0.339
0.975,0.372
0.980,0.397
0.985,0.414
0.990,0.422
0.995,0.424
1.000,0.420
1.005,0.412
1.010,0.402
1.015,0.391
1.020,0.378
1.025,0.364
