'Elapsed time','ECG'
'seconds','mV'
0.000,-0.056
0.005,0.045
0.010,0.016
0.015,-0.081
0.020,0.006
0.025,0.038
0.030,-0.065
0.035,-0.019
0.040,0.062
0.045,-0.031
0.050,-0.058
0.055,0.055
0.060,0.023
0.065,-0.065
0.070,0.017
0.075,0.048
0.080,-0.057
0.085,-0.023
0.090,0.069
0.095,-0.023
0.100,-0.059
0.105,0.059
0.110,0.019
0.115,-0.082
0.120,0.015
0.125,0.062
0.130,-0.052
0.135,-0.022
0.140,0.064
0.145,-0.018
0.150,-0.040
0.155,0.059
0.160,0.013
0.165,-0.082
0.170,0.011
0.175,0.068
0.180,-0.040
0.185,-0.024
0.190,0.063
0.195,-0.016
0.200,-0.050
0.205,0.059
0.210,0.030
0.215,-0.063
0.220,0.022
0.225,0.061
0.230,-0.048
0.235,-0.016
0.240,0.068
0.245,-0.024
0.250,-0.052
0.255,0.063
0.260,0.023
0.265,-0.064
0.270,0.025
0.275,0.053
0.280,-0.048
0.285,-0.014
0.290,0.066
0.295,-0.015
0.300,-0.041
0.305,0.063
0.310,0.021
0.315,-0.063
0.320,0.033
0.325,0.061
0.330,-0.052
0.335,-0.018
0.340,0.066
0.345,-0.023
0.350,-0.052
0.355,0.057
0.360,0.022
0.365,-0.064
0.370,0.021
0.375,0.047
0.380,-0.053
0.385,-0.010
0.390,0.068
0.395,-0.027
0.400,-0.055
0.405,0.059
0.410,0.021
0.415,-0.064
0.420,0.027
0.425,0.052
0.430,-0.058
0.435,-0.023
0.440,0.061
0.445,-0.013
0.450,-0.031
0.455,0.070
0.460,0.032
0.465,-0.050
0.470,0.037
0.475,0.064
0.480,-0.048
0.485,-0.010
0.490,0.080
0.495,-0.001
0.500,-0.035
0.505,0.057
0.510,0.034
0.515,-0.029
0.520,0.055
0.525,0.070
0.530,-0.053
0.535,-0.030
0.540,0.049
0.545,-0.038
0.550,-0.068
0.555,0.039
0.560,0.007
0.565,-0.082
0.570,0.005
0.575,0.035
0.580,-0.082
0.585,-0.043
0.590,0.045
0.595,-0.062
0.600,-0.120
0.605,-0.029
0.610,-0.049
0.615,-0.064
0.620,0.131
0.625,0.252
0.630,0.205
0.635,0.265
0.640,0.328
0.645,0.193
0.650,0.082
0.655,0.055
0.660,-0.115
0.665,-0.264
0.670,-0.194
0.675,-0.168
0.680,-0.256
0.685,-0.188
0.690,-0.058
0.695,-0.112
0.700,-0.127
0.705,0.005
0.710,-0.017
0.715,-0.109
0.720,-0.013
0.725,0.023
0.730,-0.085
0.735,-0.040
0.740,0.050
0.745,-0.035
0.750,-0.063
0.755,0.042
0.760,0.005
0.765,-0.067
0.770,0.032
0.775,0.052
0.780,-0.059
0.785,-0.012
0.790,0.077
0.795,-0.012
0.800,-0.038
0.805,0.076
0.810,0.035
