'Elapsed time','ECG'
'seconds','mV'
0.000,0.111
0.005,-0.154
0.010,-0.073
0.015,0.241
0.020,-0.032
0.025,-0.120
0.030,0.241
0.035,0.106
0.040,-0.176
0.045,0.133
0.050,0.229
0.055,-0.143
0.060,-0.029
0.065,0.241
0.070,-0.086
0.075,-0.209
0.080,0.145
0.085,0.021
0.090,-0.261
0.095,0.034
0.100,0.119
0.105,-0.245
0.110,-0.118
0.115,0.173
0.120,-0.126
0.125,-0.233
0.130,0.132
0.135,0.017
0.140,-0.260
0.145,0.051
0.150,0.151
0.155,-0.222
0.160,-0.110
0.165,0.181
0.170,-0.104
0.175,-0.209
0.180,0.118
0.185,-0.044
0.190,-0.355
0.195,-0.097
0.200,-0.022
0.205,-0.293
0.210,0.088
0.215,0.756
0.220,0.727
0.225,0.519
0.230,0.499
0.235,0.099
0.240,-0.283
0.245,-0.036
0.250,0.070
0.255,-0.246
0.260,-0.112
0.265,0.162
0.270,-0.148
0.275,-0.259
0.280,0.105
0.285,-0.006
0.290,-0.294
0.295,0.005
0.300,0.113
0.305,-0.247
0.310,-0.121
0.315,0.176
0.320,-0.112
0.325,-0.220
0.330,0.137
0.335,0.034
0.340,-0.248
0.345,0.045
0.350,0.155
0.355,-0.201
0.360,-0.079
0.365,0.222
0.370,-0.069
0.375,-0.187
0.380,0.181
0.385,0.077
0.390,-0.225
0.395,0.066
0.400,0.192
0.405,-0.161
0.410,-0.046
0.415,0.251
0.420,-0.039
0.425,-0.149
0.430,0.223
0.435,0.117
0.440,-0.188
0.445,0.100
0.450,0.226
0.455,-0.133
0.460,-0.035
0.465,0.253
0.470,-0.047
0.475,-0.181
0.480,0.182
0.485,0.086
0.490,-0.221
0.495,0.059
0.500,0.175
0.505,-0.199
0.510,-0.099
0.515,0.197
0.520,-0.093
0.525,-0.211
0.530,0.153
0.535,0.049
0.540,-0.256
0.545,0.036
0.550,0.164
0.555,-0.194
0.560,-0.084
0.565,0.213
0.570,-0.079
0.575,-0.206
0.580,0.150
0.585,0.050
0.590,-0.240
0.595,0.057
0.600,0.176
0.605,-0.187
0.610,-0.080
0.615,0.222
0.620,-0.062
0.625,-0.182
0.630,0.182
0.635,0.076
0.640,-0.229
0.645,0.066
0.650,0.189
0.655,-0.179
0.660,-0.077
0.665,0.232
0.670,-0.045
0.675,-0.177
0.680,0.176
0.685,0.081
0.690,-0.224
0.695,0.061
0.700,0.191
0.705,-0.177
0.710,-0.086
0.715,0.217
0.720,-0.060
0.725,-0.180
0.730,0.183
0.735,0.091
0.740,-0.188
0.745,0.123
0.750,0.250
0.755,-0.118
0.760,-0.019
0.765,0.280
0.770,0.008
0.775,-0.110
0.780,0.241
0.785,0.136
0.790,-0.184
0.795,0.063
0.800,0.163
0.805,-0.196
0.810,-0.097
0.815,0.194
0.820,-0.102
0.825,-0.243
0.830,0.117
0.835,0.031
0.840,-0.269
0.845,0.012
0.850,0.136
0.855,-0.230
0.860,-0.136
0.865,0.174
0.870,-0.099
0.875,-0.234
0.880,0.125
0.885,0.039
0.890,-0.269
0.895,0.007
0.900,0.138
0.905,-0.257
0.910,-0.211
0.915,0.081
0.920,-0.221
0.925,-0.372
0.930,0.083
0.935,0.266
0.940,0.342
0.945,0.904
0.950,1.007
0.955,0.284
0.960,-0.004
0.965,0.132
0.970,-0.206
0.975,-0.348
0.980,0.057
0.985,-0.007
0.990,-0.327
0.995,-0.051
1.000,0.088
1.005,-0.277
1.010,-0.184
1.015,0.126
1.020,-0.151
1.025,-0.275
1.030,0.097
1.035,0.017
1.040,-0.291
1.045,-0.017
1.050,0.130
1.055,-0.220
1.060,-0.133
1.065,0.181
1.070,-0.085
1.075,-0.218
1.080,0.147
1.085,0.070
1.090,-0.234
1.095,0.041
1.100,0.182
1.105,-0.174
1.110,-0.087
1.115,0.227
1.120,-0.039
1.125,-0.182
1.130,0.178
1.135,0.109
1.140,-0.196
1.145,0.071
1.150,0.214
1.155,-0.144
