'Elapsed time','ECG'
'seconds','mV'
0.000,0.208
0.005,-0.097
0.010,0.040
0.015,-0.348
0.020,-0.206
0.025,0.267
0.030,-0.284
0.035,-0.355
0.040,0.264
0.045,-0.032
0.050,-0.437
0.055,0.124
0.060,0.201
0.065,-0.391
0.070,-0.093
0.075,0.321
0.080,-0.223
0.085,-0.288
0.090,0.308
0.095,0.013
0.100,-0.396
0.105,0.152
0.110,0.218
0.115,-0.372
0.120,-0.069
0.125,0.339
0.130,-0.210
0.135,-0.274
0.140,0.319
0.145,0.020
0.150,-0.388
0.155,0.160
0.160,0.230
0.165,-0.356
0.170,-0.054
0.175,0.347
0.180,-0.208
0.185,-0.270
0.190,0.329
0.195,0.030
0.200,-0.371
0.205,0.183
0.210,0.245
0.215,-0.344
0.220,-0.037
0.225,0.365
0.230,-0.185
0.235,-0.237
0.240,0.354
0.245,0.044
0.250,-0.355
0.255,0.207
0.260,0.264
0.265,-0.329
0.270,-0.017
0.275,0.387
0.280,-0.167
0.285,-0.222
0.290,0.366
0.295,0.053
0.300,-0.340
0.305,0.220
0.310,0.271
0.315,-0.323
0.320,-0.009
0.325,0.394
0.330,-0.165
0.335,-0.219
0.340,0.371
0.345,0.056
0.350,-0.334
0.355,0.241
0.360,0.315
0.365,-0.247
0.370,0.084
0.375,0.478
0.380,-0.085
0.385,-0.135
0.390,0.450
0.395,0.128
0.400,-0.256
0.405,0.319
0.410,0.353
0.415,-0.276
0.420,0.008
0.425,0.382
0.430,-0.172
0.435,-0.199
0.440,0.379
0.445,0.028
0.450,-0.386
0.455,0.155
0.460,0.180
0.465,-0.416
0.470,-0.109
0.475,0.265
0.480,-0.298
0.485,-0.336
0.490,0.256
0.495,-0.062
0.500,-0.450
0.505,0.119
0.510,0.172
0.515,-0.408
0.520,-0.085
0.525,0.303
0.530,-0.249
0.535,-0.239
0.540,0.497
0.545,0.492
0.550,0.596
0.555,1.593
0.560,1.727
0.565,0.685
0.570,0.059
0.575,-0.334
0.580,-1.117
0.585,-1.002
0.590,-0.103
0.595,-0.212
0.600,-0.559
0.605,-0.001
0.610,0.044
0.615,-0.530
0.620,-0.190
0.625,0.204
0.630,-0.351
0.635,-0.373
0.640,0.221
0.645,-0.100
0.650,-0.475
0.655,0.096
0.660,0.136
0.665,-0.437
0.670,-0.096
0.675,0.288
0.680,-0.272
0.685,-0.291
0.690,0.303
0.695,-0.022
0.700,-0.396
0.705,0.179
0.710,0.218
0.715,-0.356
0.720,-0.014
0.725,0.367
0.730,-0.193
0.735,-0.208
0.740,0.385
0.745,0.058
0.750,-0.308
0.755,0.271
0.760,0.313
0.765,-0.248
0.770,0.106
0.775,0.496
0.780,-0.054
0.785,-0.058
0.790,0.547
0.795,0.232
0.800,-0.119
0.805,0.474
0.810,0.516
0.815,-0.054
0.820,0.291
0.825,0.669
0.830,0.103
0.835,0.076
0.840,0.646
0.845,0.289
0.850,-0.109
0.855,0.425
0.860,0.394
0.865,-0.249
0.870,0.025
0.875,0.326
0.880,-0.308
0.885,-0.385
0.890,0.140
0.895,-0.244
0.900,-0.644
0.905,-0.105
0.910,-0.112
0.915,-0.698
0.920,-0.353
0.925,0.013
0.930,-0.561
0.935,-0.569
0.940,0.023
0.945,-0.316
0.950,-0.674
0.955,-0.089
0.960,-0.063
0.965,-0.624
0.970,-0.263
0.975,0.113
0.980,-0.446
0.985,-0.442
0.990,0.151
0.995,-0.186
1.000,-0.542
1.005,0.042
1.010,0.063
1.015,-0.505
1.020,-0.140
1.025,0.235
1.030,-0.331
1.035,-0.325
1.040,0.265
1.045,-0.077
1.050,-0.431
1.055,0.149
1.060,0.163
1.065,-0.401
1.070,-0.044
1.075,0.315
1.080,-0.257
1.085,-0.257
1.090,0.322
1.095,-0.030
1.100,-0.380
1.105,0.203
1.110,0.209
1.115,-0.365
1.120,-0.007
1.125,0.351
1.130,-0.226
1.135,-0.225
1.140,0.355
1.145,0.003
1.150,-0.351
1.155,0.225
1.160,0.231
1.165,-0.341
1.170,0.011
1.175,0.368
1.180,-0.199
1.185,-0.188
1.190,0.389
1.195,0.030
1.200,-0.320
1.205,0.260
1.210,0.259
1.215,-0.315
1.220,0.043
1.225,0.399
1.230,-0.171
1.235,-0.166
1.240,0.405
1.245,0.047
1.250,-0.298
1.255,0.280
1.260,0.274
1.265,-0.294
1.270,0.071
1.275,0.418
1.280,-0.162
1.285,-0.151
1.290,0.432
1.295,0.091
1.300,-0.224
1.305,0.380
1.310,0.374
1.315,-0.204
1.320,0.156
1.325,0.499
1.330,-0.087
1.335,-0.072
1.340,0.517
1.345,0.140
1.350,-0.247
1.355,0.301
1.360,0.274
1.365,-0.294
1.370,0.084
1.375,0.420
1.380,-0.187
1.385,-0.198
1.390,0.354
1.395,-0.035
1.400,-0.393
1.405,0.179
1.410,0.153
1.415,-0.422
1.420,-0.049
1.425,0.298
1.430,-0.278
1.435,-0.255
1.440,0.320
1.445,-0.049
1.450,-0.390
1.455,0.194
1.460,0.182
1.465,-0.385
1.470,0.025
1.475,0.504
1.480,0.206
1.485,0.682
1.490,1.758
1.495,1.573
1.500,0.755
1.505,0.384
1.510,-0.417
1.515,-1.246
1.520,-0.753
1.525,-0.107
1.530,-0.433
1.535,-0.349
1.540,0.206
1.545,-0.162
1.550,-0.488
1.555,0.101
1.560,0.086
1.565,-0.472
1.570,-0.090
1.575,0.254
1.580,-0.319
1.585,-0.283
1.590,0.298
1.595,-0.072
1.600,-0.409
1.605,0.180
1.610,0.164
1.615,-0.399
1.620,-0.015
1.625,0.326
1.630,-0.251
1.635,-0.218
1.640,0.352
1.645,-0.018
1.650,-0.347
1.655,0.241
1.660,0.222
1.665,-0.337
1.670,0.048
1.675,0.387
1.680,-0.184
1.685,-0.137
1.690,0.442
1.695,0.068
1.700,-0.256
1.705,0.342
1.710,0.334
1.715,-0.210
1.720,0.189
1.725,0.544
1.730,-0.016
1.735,0.034
1.740,0.620
1.745,0.257
1.750,-0.060
1.755,0.536
1.760,0.508
1.765,-0.062
1.770,0.314
1.775,0.635
1.780,0.030
1.785,0.035
1.790,0.563
1.795,0.131
1.800,-0.255
1.805,0.264
1.810,0.159
1.815,-0.472
1.820,-0.144
1.825,0.132
1.830,-0.496
1.835,-0.490
1.840,0.050
1.845,-0.356
1.850,-0.696
1.855,-0.112
1.860,-0.145
1.865,-0.702
1.870,-0.309
1.875,0.020
1.880,-0.557
1.885,-0.504
1.890,0.072
1.895,-0.304
1.900,-0.617
1.905,-0.016
1.910,-0.044
1.915,-0.592
1.920,-0.189
1.925,0.147
1.930,-0.426
1.935,-0.375
1.940,0.195
1.945,-0.179
1.950,-0.491
1.955,0.102
1.960,0.075
1.965,-0.474
1.970,-0.077
1.975,0.257
1.980,-0.320
1.985,-0.275
1.990,0.292
1.995,-0.085
2.000,-0.396
2.005,0.196
2.010,0.156
2.015,-0.402
2.020,-0.009
2.025,0.318
2.030,-0.258
2.035,-0.209
2.040,0.347
2.045,-0.045
2.050,-0.359
2.055,0.234
2.060,0.191
2.065,-0.368
2.070,0.029
2.075,0.350
2.080,-0.237
2.085,-0.185
2.090,0.378
2.095,-0.015
2.100,-0.328
2.105,0.267
2.110,0.222
2.115,-0.335
2.120,0.062
2.125,0.378
2.130,-0.210
2.135,-0.160
2.140,0.399
2.145,0.008
2.150,-0.297
2.155,0.302
2.160,0.264
2.165,-0.269
2.170,0.158
2.175,0.479
2.180,-0.120
2.185,-0.065
2.190,0.505
2.195,0.104
2.200,-0.214
2.205,0.398
2.210,0.356
2.215,-0.233
2.220,0.128
2.225,0.415
2.230,-0.181
2.235,-0.110
2.240,0.449
2.245,0.027
2.250,-0.309
2.255,0.258
2.260,0.179
2.265,-0.392
2.270,-0.002
2.275,0.293
2.280,-0.303
2.285,-0.242
2.290,0.316
2.295,-0.083
2.300,-0.387
2.305,0.206
2.310,0.152
2.315,-0.392
2.320,0.018
2.325,0.327
2.330,-0.272
2.335,-0.222
2.340,0.375
2.345,0.122
2.350,0.119
2.355,1.195
2.360,1.649
2.365,1.221
2.370,1.081
2.375,0.436
2.380,-0.902
2.385,-1.062
2.390,-0.381
2.395,-0.512
2.400,-0.558
2.405,0.120
2.410,0.044
2.415,-0.502
2.420,-0.074
2.425,0.235
2.430,-0.354
2.435,-0.277
2.440,0.282
2.445,-0.121
2.450,-0.409
2.455,0.191
2.460,0.126
2.465,-0.418
2.470,-0.002
2.475,0.299
2.480,-0.292
2.485,-0.215
2.490,0.344
2.495,-0.063
2.500,-0.351
2.505,0.253
2.510,0.187
2.515,-0.354
2.520,0.062
2.525,0.357
2.530,-0.233
2.535,-0.154
2.540,0.402
2.545,-0.006
2.550,-0.288
2.555,0.320
2.560,0.255
2.565,-0.276
2.570,0.151
2.575,0.450
2.580,-0.126
2.585,-0.023
2.590,0.547
2.595,0.150
2.600,-0.121
2.605,0.500
2.610,0.444
2.615,-0.089
2.620,0.334
2.625,0.630
2.630,0.042
2.635,0.118
2.640,0.654
2.645,0.225
2.650,-0.086
2.655,0.478
2.660,0.357
2.665,-0.240
2.670,0.117
2.675,0.335
2.680,-0.326
2.685,-0.301
2.690,0.190
2.695,-0.281
2.700,-0.606
2.705,-0.038
2.710,-0.146
2.715,-0.704
2.720,-0.286
2.725,-0.007
2.730,-0.603
2.735,-0.509
2.740,0.038
2.745,-0.379
2.750,-0.648
2.755,-0.046
2.760,-0.125
2.765,-0.645
2.770,-0.206
2.775,0.084
2.780,-0.501
2.785,-0.402
2.790,0.153
2.795,-0.248
2.800,-0.508
2.805,0.096
2.810,0.011
2.815,-0.518
2.820,-0.081
2.825,0.205
2.830,-0.377
2.835,-0.273
2.840,0.272
2.845,-0.139
2.850,-0.399
2.855,0.206
2.860,0.118
2.865,-0.413
2.870,0.019
2.875,0.291
2.880,-0.305
2.885,-0.201
2.890,0.339
2.895,-0.089
2.900,-0.353
2.905,0.250
2.910,0.151
2.915,-0.385
2.920,0.050
2.925,0.322
2.930,-0.271
2.935,-0.162
2.940,0.371
2.945,-0.064
2.950,-0.323
2.955,0.280
2.960,0.177
2.965,-0.353
2.970,0.083
2.975,0.348
2.980,-0.249
2.985,-0.141
2.990,0.390
2.995,-0.048
3.000,-0.301
3.005,0.307
3.010,0.197
3.015,-0.332
3.020,0.109
3.025,0.371
3.030,-0.222
3.035,-0.109
3.040,0.423
3.045,-0.009
3.050,-0.270
3.055,0.321
3.060,0.207
3.065,-0.319
3.070,0.129
3.075,0.389
3.080,-0.212
3.085,-0.092
3.090,0.438
3.095,-0.009
3.100,-0.264
3.105,0.338
3.110,0.220
3.115,-0.307
3.120,0.138
3.125,0.387
3.130,-0.215
3.135,-0.091
3.140,0.440
3.145,0.002
3.150,-0.232
3.155,0.396
3.160,0.301
3.165,-0.223
3.170,0.214
3.175,0.466
3.180,-0.135
3.185,-0.023
3.190,0.500
3.195,0.076
3.200,-0.170
3.205,0.392
3.210,0.231
3.215,-0.311
3.220,0.142
3.225,0.398
3.230,-0.216
3.235,-0.111
3.240,0.390
3.245,-0.092
3.250,-0.362
3.255,0.228
3.260,0.091
3.265,-0.439
3.270,0.012
3.275,0.256
