'Elapsed time','ECG'
'seconds','mV'
0.000,-0.114
0.005,-0.145
0.010,-0.105
0.015,-0.120
0.020,-0.105
0.025,-0.044
0.030,-0.061
0.035,-0.069
0.040,-0.014
0.045,-0.003
0.050,-0.021
0.055,0.013
0.060,0.017
0.065,-0.038
0.070,-0.036
0.075,0.003
0.080,-0.025
0.085,-0.056
0.090,-0.037
0.095,-0.046
0.100,-0.076
0.105,-0.051
0.110,-0.034
0.115,-0.070
0.120,-0.072
0.125,-0.045
0.130,-0.069
0.135,-0.089
0.140,-0.056
0.145,-0.055
0.150,-0.083
0.155,-0.057
0.160,-0.034
0.165,-0.061
0.170,-0.047
0.175,-0.004
0.180,-0.017
0.185,-0.021
0.190,0.024
0.195,0.026
0.200,0.004
0.205,0.034
0.210,0.045
0.215,-0.001
0.220,-0.001
0.225,0.042
0.230,0.031
0.235,0.017
0.240,0.046
0.245,0.032
0.250,-0.004
0.255,0.019
0.260,0.035
0.265,0.007
0.270,0.020
0.275,0.056
0.280,0.032
0.285,0.015
0.290,0.047
0.295,0.033
0.300,-0.006
0.305,0.016
0.310,0.030
0.315,-0.007
0.320,-0.005
0.325,0.026
0.330,0.001
0.335,-0.015
0.340,0.021
0.345,0.015
0.350,-0.018
0.355,0.001
0.360,0.008
0.365,-0.030
0.370,-0.019
0.375,0.015
0.380,-0.008
0.385,-0.014
0.390,0.033
0.395,0.028
0.400,-0.006
0.405,0.031
0.410,0.030
0.415,-0.102
0.420,-0.297
0.425,-0.612
0.430,-1.074
0.435,-1.347
0.440,-1.186
0.445,-0.739
0.450,-0.197
0.455,0.268
0.460,0.559
0.465,0.693
0.470,0.712
0.475,0.645
0.480,0.468
0.485,0.299
0.490,0.250
0.495,0.209
0.500,0.152
0.505,0.155
0.510,0.154
0.515,0.107
0.520,0.102
0.525,0.127
0.530,0.101
0.535,0.084
0.540,0.114
0.545,0.103
0.550,0.072
0.555,0.109
0.560,0.136
0.565,0.095
0.570,0.092
0.575,0.128
0.580,0.105
0.585,0.085
0.590,0.120
0.595,0.115
0.600,0.079
0.605,0.096
0.610,0.105
0.615,0.061
0.620,0.057
0.625,0.080
0.630,0.043
0.635,0.008
0.640,0.024
0.645,0.006
0.650,-0.038
0.655,-0.018
0.660,-0.001
0.665,-0.041
0.670,-0.041
0.675,-0.007
0.680,-0.028
0.685,-0.050
0.690,-0.021
0.695,-0.024
0.700,-0.055
0.705,-0.036
0.710,-0.024
0.715,-0.065
0.720,-0.058
0.725,-0.016
0.730,-0.033
0.735,-0.050
0.740,-0.017
0.745,-0.015
0.750,-0.040
0.755,-0.012
0.760,0.009
0.765,-0.022
0.770,-0.008
0.775,0.032
0.780,0.002
0.785,-0.025
0.790,0.006
0.795,0.002
0.800,-0.034
0.805,-0.015
0.810,-0.002
0.815,-0.039
0.820,-0.037
0.825,-0.002
0.830,-0.024
0.835,-0.047
0.840,-0.016
0.845,-0.019
0.850,-0.047
0.855,-0.014
0.860,0.011
0.865,-0.024
0.870,-0.032
0.875,-0.010
0.880,-0.038
0.885,-0.056
0.890,-0.016
0.895,-0.012
0.900,-0.050
0.905,-0.033
0.910,-0.014
0.915,-0.048
0.920,-0.047
0.925,-0.007
0.930,-0.007
0.935,-0.028
0.940,-0.081
0.945,-0.272
0.950,-0.635
0.955,-1.046
0.960,-1.300
0.965,-1.205
0.970,-0.736
0.975,-0.125
0.980,0.307
0.985,0.554
0.990,0.742
0.995,0.760
1.000,0.605
1.005,0.448
1.010,0.340
1.015,0.245
1.020,0.212
1.025,0.226
1.030,0.188
1.035,0.158
1.040,0.187
1.045,0.182
1.050,0.140
1.055,0.138
1.060,0.141
1.065,0.098
1.070,0.091
1.075,0.118
1.080,0.085
1.085,0.050
1.090,0.075
1.095,0.065
1.100,0.020
1.105,0.032
1.110,0.048
1.115,0.015
1.120,0.012
1.125,0.040
1.130,0.017
1.135,-0.002
1.140,0.041
1.145,0.044
1.150,0.004
1.155,0.021
1.160,0.045
1.165,0.015
1.170,0.016
1.175,0.049
1.180,0.026
1.185,0.004
1.190,0.038
1.195,0.037
1.200,-0.002
1.205,0.008
1.210,0.014
1.215,-0.035
1.220,-0.047
1.225,-0.027
1.230,-0.066
1.235,-0.097
1.240,-0.064
1.245,-0.069
1.250,-0.106
1.255,-0.084
1.260,-0.061
1.265,-0.091
1.270,-0.080
1.275,-0.033
1.280,-0.046
1.285,-0.061
1.290,-0.022
1.295,-0.020
1.300,-0.051
1.305,-0.023
1.310,0.006
1.315,-0.020
1.320,-0.011
1.325,0.035
1.330,0.023
1.335,0.005
1.340,0.048
1.345,0.051
1.350,0.009
1.355,0.029
1.360,0.054
1.365,0.016
1.370,0.003
1.375,0.026
1.380,-0.005
1.385,-0.040
1.390,-0.019
1.395,-0.041
1.400,-0.096
1.405,-0.074
1.410,-0.043
1.415,-0.074
1.420,-0.075
1.425,-0.042
1.430,-0.068
1.435,-0.090
1.440,-0.048
1.445,-0.038
1.450,-0.072
1.455,-0.052
1.460,-0.017
1.465,-0.034
1.470,-0.026
1.475,0.026
1.480,0.027
1.485,0.017
1.490,0.058
1.495,0.072
1.500,0.044
1.505,0.063
1.510,0.083
1.515,0.042
1.520,0.025
1.525,0.048
1.530,0.032
1.535,0.013
1.540,0.048
1.545,0.059
1.550,0.027
1.555,0.029
1.560,0.028
1.565,-0.022
1.570,-0.040
1.575,-0.021
1.580,-0.033
1.585,-0.050
1.590,-0.066
1.595,-0.185
1.600,-0.437
1.605,-0.771
1.610,-1.138
1.615,-1.322
1.620,-1.113
1.625,-0.592
1.630,-0.016
1.635,0.405
1.640,0.672
1.645,0.779
1.650,0.718
1.655,0.615
1.660,0.479
1.665,0.301
1.670,0.215
1.675,0.215
1.680,0.175
1.685,0.132
1.690,0.152
1.695,0.146
1.700,0.103
1.705,0.118
1.710,0.131
1.715,0.079
1.720,0.064
1.725,0.099
1.730,0.078
1.735,0.053
1.740,0.084
1.745,0.071
1.750,0.021
1.755,0.037
1.760,0.056
1.765,0.014
1.770,0.003
1.775,0.031
1.780,0.005
1.785,-0.026
1.790,0.002
1.795,0.009
1.800,-0.020
1.805,0.009
1.810,0.054
1.815,0.040
1.820,0.047
1.825,0.088
1.830,0.067
1.835,0.041
1.840,0.076
1.845,0.073
1.850,0.027
1.855,0.037
1.860,0.052
1.865,0.009
1.870,-0.010
1.875,0.012
1.880,-0.015
1.885,-0.052
1.890,-0.029
1.895,-0.032
1.900,-0.077
1.905,-0.068
1.910,-0.043
1.915,-0.066
1.920,-0.065
1.925,-0.028
1.930,-0.040
1.935,-0.053
1.940,-0.010
1.945,-0.003
1.950,-0.045
1.955,-0.033
1.960,-0.005
1.965,-0.028
1.970,-0.020
1.975,0.030
1.980,0.016
1.985,-0.008
1.990,0.038
1.995,0.048
2.000,-0.011
2.005,-0.012
2.010,0.016
2.015,-0.019
2.020,-0.032
2.025,-0.007
2.030,-0.045
2.035,-0.081
2.040,-0.049
2.045,-0.049
2.050,-0.091
2.055,-0.076
2.060,-0.054
2.065,-0.086
2.070,-0.085
2.075,-0.039
2.080,-0.044
2.085,-0.057
2.090,-0.010
2.095,0.011
2.100,-0.004
2.105,0.027
2.110,0.052
2.115,0.013
2.120,-0.002
2.125,0.029
2.130,0.023
2.135,0.007
2.140,0.052
2.145,0.080
2.150,0.025
2.155,-0.062
2.160,-0.231
2.165,-0.592
2.170,-1.012
2.175,-1.199
2.180,-1.065
2.185,-0.650
2.190,-0.047
2.195,0.413
2.200,0.608
2.205,0.726
2.210,0.734
2.215,0.570
2.220,0.405
2.225,0.312
2.230,0.220
2.235,0.159
2.240,0.166
2.245,0.151
2.250,0.107
2.255,0.124
2.260,0.152
2.265,0.118
2.270,0.107
2.275,0.127
2.280,0.087
2.285,0.045
2.290,0.068
2.295,0.072
2.300,0.041
2.305,0.061
2.310,0.087
2.315,0.058
2.320,0.052
2.325,0.079
2.330,0.065
2.335,0.044
2.340,0.070
2.345,0.063
2.350,0.003
2.355,-0.006
2.360,0.016
2.365,-0.007
2.370,-0.012
2.375,0.021
2.380,-0.001
2.385,-0.037
2.390,-0.013
2.395,-0.008
2.400,-0.042
2.405,-0.025
2.410,0.008
2.415,-0.008
2.420,-0.010
2.425,0.014
2.430,-0.016
2.435,-0.055
2.440,-0.034
2.445,-0.031
2.450,-0.065
2.455,-0.049
2.460,-0.019
2.465,-0.045
2.470,-0.053
2.475,-0.013
2.480,-0.012
2.485,-0.026
2.490,0.007
2.495,0.017
2.500,-0.006
2.505,0.014
2.510,0.041
2.515,0.003
2.520,-0.030
2.525,-0.012
2.530,-0.028
2.535,-0.051
2.540,-0.017
2.545,-0.011
2.550,-0.048
2.555,-0.041
2.560,-0.021
2.565,-0.057
2.570,-0.076
2.575,-0.051
2.580,-0.068
2.585,-0.083
2.590,-0.031
2.595,-0.009
2.600,-0.035
2.605,-0.020
2.610,-0.005
2.615,-0.043
2.620,-0.048
2.625,-0.001
2.630,0.000
2.635,-0.066
2.640,-0.160
2.645,-0.374
2.650,-0.784
2.655,-1.204
2.660,-1.376
2.665,-1.180
2.670,-0.637
2.675,0.046
2.680,0.522
2.685,0.733
2.690,0.808
2.695,0.714
2.700,0.487
2.705,0.315
2.710,0.248
2.715,0.179
2.720,0.137
2.725,0.159
2.730,0.135
2.735,0.099
2.740,0.131
2.745,0.133
2.750,0.082
2.755,0.093
2.760,0.124
2.765,0.087
2.770,0.076
2.775,0.123
2.780,0.108
2.785,0.064
2.790,0.088
2.795,0.097
2.800,0.053
2.805,0.067
2.810,0.108
2.815,0.068
2.820,0.041
2.825,0.081
2.830,0.056
2.835,0.002
2.840,0.031
2.845,0.039
2.850,-0.013
2.855,-0.009
2.860,0.016
2.865,-0.024
2.870,-0.049
2.875,-0.015
2.880,-0.007
2.885,-0.020
2.890,0.007
2.895,0.004
2.900,-0.048
2.905,-0.034
2.910,0.003
2.915,-0.049
2.920,-0.085
2.925,-0.053
2.930,-0.084
2.935,-0.135
2.940,-0.100
2.945,-0.082
2.950,-0.117
2.955,-0.087
2.960,-0.043
2.965,-0.082
2.970,-0.110
2.975,-0.076
2.980,-0.061
2.985,-0.054
2.990,-0.018
2.995,-0.039
3.000,-0.099
3.005,-0.077
3.010,-0.039
3.015,-0.064
3.020,-0.087
3.025,-0.101
3.030,-0.145
3.035,-0.146
3.040,-0.082
3.045,-0.077
3.050,-0.142
3.055,-0.153
3.060,-0.143
3.065,-0.188
3.070,-0.214
3.075,-0.199
3.080,-0.239
3.085,-0.293
3.090,-0.277
3.095,-0.288
3.100,-0.348
3.105,-0.341
3.110,-0.317
3.115,-0.374
3.120,-0.408
3.125,-0.381
3.130,-0.412
3.135,-0.468
3.140,-0.448
3.145,-0.423
3.150,-0.448
3.155,-0.441
3.160,-0.399
3.165,-0.393
3.170,-0.369
3.175,-0.315
3.180,-0.319
3.185,-0.307
3.190,-0.214
3.195,-0.156
3.200,-0.157
3.205,-0.114
3.210,-0.051
3.215,-0.037
3.220,-0.024
3.225,0.027
3.230,0.057
3.235,0.074
3.240,0.140
3.245,0.167
3.250,0.133
3.255,0.160
3.260,0.214
3.265,0.214
3.270,0.227
3.275,0.282
3.280,0.287
3.285,0.270
3.290,0.297
3.295,0.309
3.300,0.292
3.305,0.282
3.310,0.224
3.315,0.038
3.320,-0.266
3.325,-0.623
3.330,-0.922
3.335,-0.924
3.340,-0.527
3.345,0.034
3.350,0.484
3.355,0.798
3.360,1.024
3.365,1.094
3.370,1.063
3.375,1.016
3.380,0.889
3.385,0.721
3.390,0.645
3.395,0.614
3.400,0.555
3.405,0.551
3.410,0.582
3.415,0.547
3.420,0.520
3.425,0.548
3.430,0.524
3.435,0.475
3.440,0.496
3.445,0.495
3.450,0.436
3.455,0.425
3.460,0.438
3.465,0.396
3.470,0.368
3.475,0.384
3.480,0.350
3.485,0.291
3.490,0.296
3.495,0.294
3.500,0.243
3.505,0.240
3.510,0.260
3.515,0.221
3.520,0.200
3.525,0.232
3.530,0.219
3.535,0.182
3.540,0.206
3.545,0.220
3.550,0.183
3.555,0.187
3.560,0.214
3.565,0.176
3.570,0.146
3.575,0.173
3.580,0.160
3.585,0.124
3.590,0.146
3.595,0.145
3.600,0.083
3.605,0.067
3.610,0.074
3.615,0.016
3.620,-0.026
3.625,-0.011
3.630,-0.041
3.635,-0.097
3.640,-0.093
3.645,-0.094
3.650,-0.137
3.655,-0.132
3.660,-0.104
3.665,-0.131
3.670,-0.142
3.675,-0.104
3.680,-0.110
3.685,-0.137
3.690,-0.102
3.695,-0.080
3.700,-0.116
3.705,-0.109
3.710,-0.078
3.715,-0.104
3.720,-0.113
3.725,-0.069
3.730,-0.074
3.735,-0.103
3.740,-0.071
3.745,-0.055
3.750,-0.093
3.755,-0.082
3.760,-0.045
3.765,-0.070
3.770,-0.095
3.775,-0.083
3.780,-0.105
3.785,-0.145
3.790,-0.126
3.795,-0.109
3.800,-0.145
3.805,-0.151
3.810,-0.133
3.815,-0.169
3.820,-0.193
3.825,-0.165
3.830,-0.170
3.835,-0.196
3.840,-0.165
3.845,-0.146
3.850,-0.178
3.855,-0.166
3.860,-0.123
3.865,-0.143
3.870,-0.159
3.875,-0.121
3.880,-0.119
3.885,-0.145
3.890,-0.115
3.895,-0.096
3.900,-0.130
3.905,-0.123
3.910,-0.088
3.915,-0.110
3.920,-0.123
3.925,-0.084
3.930,-0.083
3.935,-0.099
3.940,-0.046
3.945,0.000
3.950,-0.022
3.955,-0.029
3.960,-0.025
3.965,-0.073
3.970,-0.101
3.975,-0.067
3.980,-0.071
3.985,-0.112
3.990,-0.097
3.995,-0.089
4.000,-0.136
4.005,-0.135
4.010,-0.098
4.015,-0.118
4.020,-0.129
4.025,-0.089
4.030,-0.090
4.035,-0.112
4.040,-0.075
4.045,-0.053
4.050,-0.083
4.055,-0.074
4.060,-0.039
4.065,-0.060
4.070,-0.075
4.075,-0.037
4.080,-0.042
4.085,-0.073
4.090,-0.044
4.095,-0.020
4.100,-0.051
4.105,-0.048
4.110,-0.016
4.115,-0.044
4.120,-0.070
4.125,-0.032
4.130,-0.035
4.135,-0.082
4.140,-0.060
4.145,-0.035
4.150,-0.079
4.155,-0.083
4.160,-0.049
4.165,-0.075
4.170,-0.096
4.175,-0.058
4.180,-0.057
4.185,-0.085
4.190,-0.057
4.195,-0.036
4.200,-0.071
4.205,-0.069
4.210,-0.034
4.215,-0.049
4.220,-0.051
4.225,-0.003
4.230,0.001
4.235,-0.024
4.240,0.008
4.245,0.027
4.250,-0.012
4.255,-0.011
4.260,0.015
4.265,-0.020
4.270,-0.042
4.275,-0.003
4.280,-0.003
4.285,-0.037
4.290,-0.004
4.295,0.042
4.300,0.005
4.305,-0.066
4.310,-0.194
4.315,-0.515
4.320,-0.983
4.325,-1.364
4.330,-1.455
4.335,-1.150
4.340,-0.515
4.345,0.100
4.350,0.452
4.355,0.674
4.360,0.781
4.365,0.686
4.370,0.516
4.375,0.383
4.380,0.268
4.385,0.186
4.390,0.197
4.395,0.219
4.400,0.184
4.405,0.180
4.410,0.198
4.415,0.158
4.420,0.131
4.425,0.158
4.430,0.152
4.435,0.119
4.440,0.135
4.445,0.140
4.450,0.092
4.455,0.086
4.460,0.121
4.465,0.106
4.470,0.089
4.475,0.117
4.480,0.110
4.485,0.071
4.490,0.080
4.495,0.085
4.500,0.041
4.505,0.039
4.510,0.067
4.515,0.036
4.520,0.012
4.525,0.045
4.530,0.038
4.535,0.000
4.540,0.022
4.545,0.041
4.550,-0.001
4.555,-0.011
4.560,0.009
4.565,-0.021
4.570,-0.043
4.575,-0.008
4.580,-0.012
4.585,-0.053
4.590,-0.035
4.595,-0.007
4.600,-0.033
4.605,-0.031
4.610,-0.004
4.615,-0.035
4.620,-0.056
4.625,-0.014
4.630,-0.006
4.635,-0.033
4.640,-0.007
4.645,0.018
4.650,-0.010
4.655,-0.005
4.660,0.028
4.665,0.005
4.670,-0.015
4.675,0.016
4.680,0.011
4.685,-0.022
4.690,0.001
4.695,0.015
4.700,-0.029
4.705,-0.038
4.710,-0.013
4.715,-0.037
4.720,-0.054
4.725,-0.016
4.730,-0.013
4.735,-0.046
4.740,-0.028
4.745,-0.011
4.750,-0.048
4.755,-0.047
4.760,-0.007
4.765,-0.020
4.770,-0.031
4.775,0.005
4.780,-0.001
4.785,-0.039
4.790,-0.012
4.795,0.017
4.800,-0.013
4.805,-0.009
4.810,0.029
4.815,0.006
4.820,-0.017
4.825,0.019
4.830,0.018
4.835,-0.020
4.840,0.002
4.845,0.022
4.850,-0.018
4.855,-0.027
4.860,0.004
4.865,-0.018
4.870,-0.039
4.875,-0.002
4.880,-0.003
4.885,-0.039
4.890,-0.019
4.895,0.009
4.900,-0.013
4.905,-0.010
4.910,0.020
4.915,-0.003
4.920,-0.022
4.925,0.016
4.930,0.015
4.935,-0.017
4.940,0.009
4.945,0.033
4.950,-0.002
4.955,-0.005
4.960,0.028
4.965,0.007
4.970,-0.016
4.975,0.017
4.980,0.020
4.985,-0.012
4.990,0.007
4.995,0.026
5.000,-0.009
5.005,-0.008
5.010,0.032
5.015,0.014
5.020,-0.007
5.025,0.031
5.030,0.027
5.035,-0.016
5.040,0.003
5.045,0.023
5.050,-0.021
5.055,-0.031
5.060,0.009
5.065,0.016
5.070,0.025
5.075,0.030
5.080,-0.085
5.085,-0.331
5.090,-0.682
5.095,-1.133
5.100,-1.442
5.105,-1.294
5.110,-0.748
5.115,-0.139
5.120,0.307
5.125,0.617
5.130,0.764
5.135,0.726
5.140,0.636
5.145,0.490
5.150,0.303
5.155,0.221
5.160,0.222
5.165,0.195
5.170,0.167
5.175,0.190
5.180,0.188
5.185,0.152
5.190,0.167
5.195,0.185
5.200,0.143
5.205,0.131
5.210,0.157
5.215,0.133
5.220,0.107
5.225,0.138
5.230,0.134
5.235,0.090
5.240,0.101
5.245,0.115
5.250,0.073
5.255,0.066
5.260,0.085
5.265,0.043
5.270,0.011
5.275,0.039
5.280,0.035
5.285,-0.007
5.290,0.003
5.295,0.017
5.300,-0.021
5.305,-0.024
