'Elapsed time','ECG'
'seconds','mV'
0.000,0.052
0.005,0.065
0.010,0.073
0.015,0.053
0.020,0.055
0.025,0.074
0.030,0.043
0.035,0.020
0.040,0.031
0.045,0.023
0.050,0.016
0.055,0.035
0.060,0.038
0.065,0.017
0.070,0.026
0.075,0.032
0.080,0.007
0.085,0.016
0.090,0.046
0.095,0.027
0.100,-0.001
0.105,0.013
0.110,0.021
0.115,0.009
0.120,0.029
0.125,0.038
0.130,0.005
0.135,-0.002
0.140,0.019
0.145,0.011
0.150,-0.001
0.155,0.022
0.160,0.022
0.165,-0.007
0.170,0.011
0.175,0.028
0.180,-0.003
0.185,-0.006
0.190,0.021
0.195,0.004
0.200,-0.012
0.205,0.019
0.210,0.020
0.215,-0.016
0.220,-0.003
0.225,0.024
0.230,-0.004
0.235,-0.014
0.240,0.010
0.245,-0.006
0.250,-0.019
0.255,0.014
0.260,0.014
0.265,-0.017
0.270,-0.004
0.275,0.013
0.280,-0.023
0.285,-0.048
0.290,-0.041
0.295,-0.063
0.300,-0.086
0.305,-0.067
0.310,-0.069
0.315,-0.116
0.320,-0.145
0.325,-0.143
0.330,-0.154
0.335,-0.141
0.340,-0.087
0.345,-0.079
0.350,-0.083
0.355,-0.002
0.360,0.079
0.365,0.074
0.370,0.069
0.375,0.095
0.380,0.090
0.385,0.080
0.390,0.099
0.395,0.097
0.400,0.076
0.405,0.088
0.410,0.098
0.415,0.089
0.420,0.099
0.425,0.067
0.430,-0.035
0.435,-0.164
0.440,-0.362
0.445,-0.664
0.450,-0.858
0.455,-0.619
0.460,-0.102
0.465,0.216
0.470,0.318
0.475,0.350
0.480,0.255
0.485,0.155
0.490,0.158
0.495,0.154
0.500,0.129
0.505,0.142
0.510,0.142
0.515,0.113
0.520,0.109
0.525,0.105
0.530,0.075
0.535,0.069
0.540,0.085
0.545,0.075
0.550,0.059
0.555,0.071
0.560,0.074
0.565,0.043
0.570,0.042
0.575,0.059
0.580,0.034
0.585,0.028
0.590,0.054
0.595,0.034
0.600,0.001
0.605,0.019
0.610,0.021
0.615,-0.015
0.620,-0.010
0.625,0.012
0.630,-0.004
0.635,-0.012
0.640,-0.002
0.645,-0.028
0.650,-0.054
0.655,-0.036
0.660,-0.032
0.665,-0.058
0.670,-0.058
0.675,-0.048
0.680,-0.073
0.685,-0.085
0.690,-0.061
0.695,-0.076
0.700,-0.109
0.705,-0.086
0.710,-0.077
0.715,-0.120
0.720,-0.121
0.725,-0.096
0.730,-0.109
0.735,-0.108
0.740,-0.082
0.745,-0.095
0.750,-0.104
0.755,-0.059
0.760,-0.030
0.765,-0.031
0.770,0.000
0.775,0.033
0.780,0.030
0.785,0.049
0.790,0.085
0.795,0.078
0.800,0.065
0.805,0.094
0.810,0.100
0.815,0.073
0.820,0.083
0.825,0.101
0.830,0.078
0.835,0.074
0.840,0.097
0.845,0.075
0.850,0.043
0.855,0.060
0.860,0.060
0.865,0.029
0.870,0.036
0.875,0.054
0.880,0.032
0.885,0.021
0.890,0.039
0.895,0.024
0.900,0.004
0.905,0.021
0.910,0.014
0.915,-0.015
0.920,-0.003
0.925,0.016
0.930,-0.001
0.935,-0.007
0.940,0.005
0.945,-0.009
0.950,-0.025
0.955,-0.006
0.960,0.000
0.965,-0.025
0.970,-0.015
0.975,0.006
0.980,-0.016
0.985,-0.022
0.990,0.004
0.995,-0.001
1.000,-0.017
1.005,0.003
1.010,0.007
1.015,-0.023
1.020,-0.015
1.025,0.012
1.030,-0.003
1.035,-0.014
1.040,0.004
1.045,-0.003
1.050,-0.019
1.055,-0.002
1.060,0.001
1.065,-0.026
1.070,-0.018
1.075,0.005
1.080,-0.010
1.085,-0.015
1.090,0.007
1.095,0.000
1.100,-0.015
1.105,0.005
1.110,0.010
1.115,-0.013
1.120,-0.009
1.125,0.005
1.130,-0.018
1.135,-0.025
1.140,0.000
1.145,-0.007
1.150,-0.027
1.155,-0.010
1.160,-0.005
1.165,-0.029
1.170,-0.022
1.175,-0.012
1.180,-0.048
1.185,-0.067
1.190,-0.055
1.195,-0.077
1.200,-0.106
1.205,-0.099
1.210,-0.115
1.215,-0.158
1.220,-0.148
1.225,-0.120
1.230,-0.133
1.235,-0.117
1.240,-0.062
1.245,-0.040
1.250,-0.002
1.255,0.081
1.260,0.105
1.265,0.071
1.270,0.083
1.275,0.107
1.280,0.083
1.285,0.076
1.290,0.103
1.295,0.091
1.300,0.072
1.305,0.106
1.310,0.122
1.315,0.068
1.320,0.003
1.325,-0.084
1.330,-0.270
1.335,-0.538
1.340,-0.785
1.345,-0.829
1.350,-0.473
1.355,0.062
1.360,0.309
1.365,0.314
1.370,0.300
1.375,0.251
1.380,0.180
1.385,0.157
1.390,0.169
1.395,0.158
1.400,0.137
1.405,0.148
1.410,0.142
1.415,0.104
1.420,0.105
1.425,0.121
1.430,0.094
1.435,0.082
1.440,0.101
1.445,0.084
1.450,0.054
1.455,0.069
1.460,0.071
1.465,0.040
1.470,0.045
1.475,0.060
1.480,0.034
1.485,0.026
1.490,0.049
1.495,0.033
1.500,0.006
1.505,0.019
1.510,0.016
1.515,-0.019
1.520,-0.011
1.525,0.010
1.530,-0.017
1.535,-0.030
1.540,-0.008
1.545,-0.024
1.550,-0.053
1.555,-0.040
1.560,-0.041
1.565,-0.075
1.570,-0.072
1.575,-0.053
1.580,-0.079
1.585,-0.095
1.590,-0.077
1.595,-0.091
1.600,-0.114
1.605,-0.098
1.610,-0.096
1.615,-0.125
1.620,-0.117
1.625,-0.093
1.630,-0.113
1.635,-0.120
1.640,-0.087
1.645,-0.079
1.650,-0.076
1.655,-0.029
1.660,0.004
1.665,0.005
1.670,0.037
1.675,0.076
1.680,0.068
1.685,0.074
1.690,0.112
1.695,0.107
1.700,0.088
1.705,0.113
