'Elapsed time','ECG'
'seconds','mV'
0.000,0.020
0.005,0.085
0.010,0.131
0.015,-0.010
0.020,-0.014
0.025,0.078
0.030,-0.001
0.035,-0.036
0.040,0.026
0.045,0.010
0.050,-0.022
0.055,0.012
0.060,0.015
0.065,-0.020
0.070,-0.012
0.075,0.009
0.080,-0.002
0.085,-0.018
0.090,-0.026
0.095,-0.048
0.100,-0.063
0.105,-0.067
0.110,-0.069
0.115,-0.007
0.120,0.128
0.125,0.248
0.130,0.298
0.135,0.245
0.140,0.138
0.145,0.067
0.150,0.020
0.155,-0.005
0.160,-0.020
0.165,-0.051
0.170,-0.060
0.175,-0.047
0.180,-0.047
0.185,-0.063
0.190,-0.070
0.195,-0.055
0.200,-0.046
0.205,-0.050
0.210,-0.054
0.215,-0.053
0.220,-0.049
0.225,-0.039
0.230,-0.032
0.235,-0.040
0.240,-0.044
0.245,-0.029
0.250,-0.019
0.255,-0.024
0.260,-0.025
0.265,-0.017
0.270,-0.014
0.275,-0.011
0.280,-0.010
0.285,-0.012
0.290,-0.010
0.295,-0.005
0.300,-0.003
0.305,-0.007
0.310,-0.012
0.315,-0.004
0.320,0.005
0.325,0.007
0.330,0.008
0.335,0.007
0.340,0.013
0.345,0.025
0.350,0.030
0.355,0.021
0.360,0.019
0.365,0.028
0.370,0.028
0.375,0.030
0.380,0.030
0.385,0.028
0.390,0.035
0.395,0.036
0.400,0.029
0.405,0.016
0.410,0.008
0.415,0.010
0.420,0.001
0.425,-0.012
0.430,-0.015
0.435,-0.009
0.440,-0.001
0.445,-0.003
0.450,-0.016
0.455,-0.019
0.460,-0.008
0.465,0.001
0.470,-0.003
0.475,-0.009
0.480,-0.006
0.485,0.000
0.490,0.008
0.495,0.009
0.500,0.000
0.505,-0.011
0.510,-0.007
0.515,0.003
0.520,-0.006
0.525,-0.011
0.530,-0.006
0.535,-0.004
0.540,0.001
0.545,0.001
0.550,-0.007
0.555,-0.009
0.560,0.001
0.565,0.010
0.570,0.008
0.575,0.002
0.580,0.002
0.585,0.006
0.590,0.006
0.595,0.009
0.600,0.014
0.605,0.013
0.610,0.011
0.615,0.008
0.620,0.001
0.625,0.001
0.630,0.009
0.635,0.008
0.640,0.004
0.645,0.006
0.650,0.008
0.655,0.011
0.660,0.012
0.665,0.006
0.670,-0.002
0.675,-0.002
0.680,0.007
0.685,0.010
0.690,0.005
0.695,0.007
0.700,0.008
0.705,0.007
0.710,0.008
0.715,0.002
0.720,-0.008
0.725,-0.007
0.730,0.003
0.735,-0.002
0.740,-0.013
0.745,-0.009
0.750,-0.004
0.755,0.001
0.760,0.009
0.765,0.002
0.770,-0.006
0.775,0.001
0.780,0.004
0.785,0.000
0.790,-0.014
0.795,-0.028
0.800,-0.025
0.805,-0.023
0.810,-0.020
0.815,-0.008
0.820,0.005
0.825,0.022
0.830,0.035
0.835,0.037
0.840,0.038
0.845,0.040
0.850,0.029
0.855,0.011
0.860,0.003
0.865,-0.001
0.870,-0.011
0.875,-0.008
0.880,0.000
0.885,-0.012
0.890,-0.022
0.895,-0.018
0.900,-0.009
0.905,-0.009
0.910,-0.021
0.915,-0.021
0.920,-0.011
0.925,-0.017
0.930,-0.044
0.935,-0.072
0.940,-0.084
0.945,-0.077
0.950,-0.029
0.955,0.076
0.960,0.195
0.965,0.269
0.970,0.256
0.975,0.170
0.980,0.085
0.985,0.022
0.990,-0.015
0.995,-0.015
1.000,-0.029
1.005,-0.058
1.010,-0.069
1.015,-0.062
1.020,-0.053
1.025,-0.053
1.030,-0.054
1.035,-0.056
1.040,-0.053
1.045,-0.042
1.050,-0.042
1.055,-0.045
1.060,-0.040
1.065,-0.031
1.070,-0.029
1.075,-0.033
1.080,-0.033
1.085,-0.029
1.090,-0.028
1.095,-0.021
1.100,-0.018
1.105,-0.023
1.110,-0.016
1.115,-0.010
1.120,-0.016
1.125,-0.018
1.130,-0.015
1.135,-0.012
1.140,-0.001
1.145,0.009
1.150,0.003
1.155,-0.006
1.160,0.004
1.165,0.016
1.170,0.017
1.175,0.015
1.180,0.016
1.185,0.026
1.190,0.032
1.195,0.032
1.200,0.036
1.205,0.036
1.210,0.037
1.215,0.038
1.220,0.032
1.225,0.028
1.230,0.029
1.235,0.027
1.240,0.021
1.245,0.008
1.250,-0.007
1.255,-0.010
1.260,0.000
1.265,0.005
1.270,-0.009
1.275,-0.017
1.280,-0.012
1.285,-0.010
1.290,-0.007
1.295,-0.001
1.300,-0.003
1.305,-0.009
1.310,-0.010
1.315,-0.010
1.320,-0.009
1.325,-0.009
1.330,-0.007
1.335,-0.002
1.340,-0.004
1.345,-0.004
1.350,-0.006
1.355,-0.009
1.360,-0.004
1.365,-0.003
1.370,-0.004
1.375,0.003
1.380,0.009
1.385,0.001
1.390,-0.012
1.395,-0.016
1.400,-0.010
1.405,-0.004
1.410,-0.007
1.415,-0.012
1.420,-0.014
1.425,-0.006
1.430,0.004
1.435,-0.003
1.440,-0.014
1.445,-0.010
1.450,-0.003
1.455,-0.001
1.460,0.004
1.465,0.006
1.470,-0.001
1.475,0.007
1.480,0.016
1.485,0.008
1.490,0.001
1.495,0.004
1.500,0.005
1.505,0.005
1.510,-0.001
1.515,-0.003
1.520,0.002
1.525,0.006
1.530,0.010
1.535,0.003
1.540,-0.010
1.545,-0.007
1.550,0.002
1.555,0.000
1.560,-0.002
1.565,-0.003
1.570,-0.011
1.575,-0.007
1.580,0.002
1.585,-0.001
1.590,-0.004
1.595,-0.003
1.600,-0.002
1.605,-0.005
1.610,-0.005
1.615,0.005
1.620,0.011
1.625,0.009
1.630,0.002
1.635,-0.008
1.640,-0.005
1.645,-0.004
1.650,-0.014
1.655,-0.023
1.660,-0.023
1.665,-0.007
1.670,0.014
1.675,0.027
1.680,0.034
1.685,0.030
1.690,0.029
1.695,0.036
1.700,0.027
1.705,0.008
1.710,-0.010
1.715,-0.013
1.720,-0.012
1.725,-0.011
1.730,-0.007
1.735,-0.010
1.740,-0.015
1.745,-0.006
1.750,-0.004
1.755,-0.009
1.760,-0.009
1.765,-0.011
1.770,-0.025
1.775,-0.053
1.780,-0.070
1.785,-0.069
1.790,-0.062
1.795,-0.025
1.800,0.075
1.805,0.197
1.810,0.272
1.815,0.263
1.820,0.169
1.825,0.077
1.830,0.020
1.835,-0.023
1.840,-0.024
1.845,-0.029
1.850,-0.057
1.855,-0.075
1.860,-0.079
1.865,-0.069
1.870,-0.069
1.875,-0.076
1.880,-0.071
1.885,-0.069
1.890,-0.066
1.895,-0.058
1.900,-0.061
1.905,-0.061
1.910,-0.052
1.915,-0.047
1.920,-0.049
1.925,-0.051
1.930,-0.039
1.935,-0.026
1.940,-0.027
1.945,-0.032
1.950,-0.039
1.955,-0.035
1.960,-0.016
1.965,-0.012
1.970,-0.022
1.975,-0.026
1.980,-0.022
1.985,-0.007
1.990,-0.002
1.995,-0.012
2.000,-0.014
2.005,-0.009
2.010,0.002
2.015,0.013
2.020,0.009
2.025,0.009
2.030,0.019
2.035,0.020
2.040,0.020
2.045,0.027
2.050,0.026
2.055,0.026
2.060,0.031
2.065,0.027
2.070,0.018
2.075,0.018
2.080,0.024
2.085,0.017
2.090,0.008
2.095,0.003
2.100,0.000
2.105,0.004
2.110,0.004
2.115,-0.003
2.120,-0.005
2.125,0.004
2.130,0.015
2.135,0.010
2.140,-0.002
2.145,-0.001
2.150,0.003
2.155,0.003
2.160,0.003
2.165,-0.002
2.170,-0.010
2.175,-0.005
2.180,0.000
2.185,-0.007
2.190,-0.014
2.195,-0.006
2.200,0.007
2.205,0.004
2.210,-0.001
2.215,-0.004
2.220,-0.006
2.225,0.000
2.230,0.005
2.235,-0.003
2.240,-0.002
2.245,0.005
2.250,0.009
2.255,0.010
2.260,0.003
2.265,0.002
2.270,0.008
2.275,0.009
2.280,0.012
2.285,0.007
2.290,-0.001
2.295,0.009
2.300,0.018
2.305,0.012
2.310,0.005
2.315,0.002
2.320,0.001
2.325,0.005
2.330,0.011
2.335,0.002
2.340,-0.006
2.345,0.007
2.350,0.009
2.355,-0.004
2.360,-0.006
2.365,-0.005
2.370,0.001
2.375,0.010
2.380,0.007
2.385,0.000
2.390,-0.002
2.395,0.002
2.400,0.002
2.405,-0.003
2.410,-0.003
2.415,0.003
2.420,0.009
2.425,0.004
2.430,-0.006
2.435,-0.012
2.440,-0.004
2.445,0.013
2.450,0.008
2.455,-0.007
2.460,-0.005
2.465,0.008
2.470,0.007
2.475,-0.008
2.480,-0.019
2.485,-0.025
2.490,-0.023
2.495,-0.018
2.500,-0.016
2.505,-0.008
2.510,0.009
2.515,0.029
2.520,0.039
2.525,0.037
2.530,0.037
2.535,0.036
2.540,0.033
2.545,0.028
2.550,0.012
2.555,-0.005
2.560,-0.005
2.565,-0.002
2.570,-0.002
2.575,0.000
2.580,0.000
2.585,0.007
2.590,0.008
2.595,0.001
2.600,-0.001
2.605,-0.005
2.610,0.000
2.615,-0.011
2.620,-0.051
2.625,-0.071
2.630,-0.070
2.635,-0.070
2.640,-0.019
2.645,0.103
2.650,0.214
2.655,0.271
2.660,0.250
2.665,0.156
2.670,0.065
2.675,0.007
2.680,-0.016
2.685,-0.019
2.690,-0.040
2.695,-0.066
2.700,-0.069
