'Elapsed time','ECG'
'seconds','mV'
0.000,0.078
0.005,0.226
0.010,0.218
0.015,0.162
0.020,0.145
0.025,0.149
0.030,0.145
0.035,0.115
0.040,0.107
0.045,0.106
0.050,0.088
0.055,0.085
0.060,0.104
0.065,0.111
0.070,0.116
0.075,0.120
0.080,0.114
0.085,0.120
0.090,0.133
0.095,0.146
0.100,0.156
0.105,0.164
0.110,0.176
0.115,0.179
0.120,0.177
0.125,0.176
0.130,0.167
0.135,0.155
0.140,0.148
0.145,0.136
0.150,0.103
0.155,0.039
0.160,-0.062
0.165,-0.249
0.170,-0.532
0.175,-0.738
0.180,-0.666
0.185,-0.372
0.190,0.016
0.195,0.351
0.200,0.503
0.205,0.561
0.210,0.551
0.215,0.513
0.220,0.500
0.225,0.432
0.230,0.336
0.235,0.245
0.240,0.132
0.245,0.046
0.250,0.007
0.255,-0.006
0.260,-0.016
0.265,-0.040
0.270,-0.049
0.275,-0.040
0.280,-0.046
0.285,-0.056
0.290,-0.056
0.295,-0.059
0.300,-0.066
0.305,-0.068
0.310,-0.072
0.315,-0.080
0.320,-0.083
0.325,-0.084
0.330,-0.092
0.335,-0.097
0.340,-0.103
0.345,-0.109
0.350,-0.115
0.355,-0.121
0.360,-0.125
0.365,-0.133
0.370,-0.143
0.375,-0.151
0.380,-0.160
0.385,-0.168
0.390,-0.175
0.395,-0.178
0.400,-0.180
0.405,-0.181
0.410,-0.181
0.415,-0.183
0.420,-0.179
0.425,-0.169
0.430,-0.156
0.435,-0.140
0.440,-0.130
0.445,-0.118
0.450,-0.104
0.455,-0.090
0.460,-0.071
0.465,-0.052
0.470,-0.027
0.475,0.005
0.480,0.035
0.485,0.065
0.490,0.094
0.495,0.120
0.500,0.144
0.505,0.162
0.510,0.178
0.515,0.189
0.520,0.192
0.525,0.192
0.530,0.190
0.535,0.184
0.540,0.177
0.545,0.168
0.550,0.156
0.555,0.148
0.560,0.141
0.565,0.127
0.570,0.116
0.575,0.107
0.580,0.097
0.585,0.087
0.590,0.078
0.595,0.074
0.600,0.070
0.605,0.063
0.610,0.058
0.615,0.052
0.620,0.047
0.625,0.045
0.630,0.043
0.635,0.040
0.640,0.038
0.645,0.040
0.650,0.039
0.655,0.038
0.660,0.038
0.665,0.036
0.670,0.033
0.675,0.030
0.680,0.026
0.685,0.023
0.690,0.020
0.695,0.021
0.700,0.022
0.705,0.019
0.710,0.017
0.715,0.015
0.720,0.013
0.725,0.010
0.730,0.005
0.735,0.001
0.740,-0.003
0.745,-0.006
0.750,-0.007
0.755,-0.012
0.760,-0.020
0.765,-0.031
0.770,-0.039
0.775,-0.046
0.780,-0.058
0.785,-0.073
0.790,-0.082
0.795,-0.086
0.800,-0.089
0.805,-0.090
0.810,-0.096
0.815,-0.102
0.820,-0.102
0.825,-0.101
0.830,-0.093
0.835,-0.076
0.840,-0.060
0.845,-0.054
0.850,-0.055
0.855,-0.043
0.860,-0.024
