'Elapsed time','ECG'
'seconds','mV'
0.000,0.165
0.005,0.158
0.010,0.148
0.015,0.120
0.020,0.120
0.025,0.121
0.030,0.092
0.035,0.082
0.040,0.091
0.045,0.071
0.050,0.051
0.055,0.057
0.060,0.045
0.065,0.021
0.070,0.027
0.075,0.028
0.080,-0.002
0.085,-0.011
0.090,-0.003
0.095,-0.027
0.100,-0.053
0.105,-0.049
0.110,-0.064
0.115,-0.100
0.120,-0.106
0.125,-0.115
0.130,-0.153
0.135,-0.169
0.140,-0.170
0.145,-0.200
0.150,-0.227
0.155,-0.222
0.160,-0.227
0.165,-0.239
0.170,-0.211
0.175,-0.173
0.180,-0.145
0.185,-0.080
0.190,0.012
0.195,0.076
0.200,0.140
0.205,0.227
0.210,0.286
0.215,0.316
0.220,0.366
0.225,0.406
0.230,0.409
0.235,0.421
0.240,0.444
0.245,0.429
0.250,0.409
0.255,0.417
0.260,0.403
0.265,0.366
0.270,0.357
0.275,0.348
0.280,0.311
0.285,0.295
0.290,0.295
0.295,0.265
0.300,0.237
0.305,0.241
0.310,0.227
0.315,0.194
0.320,0.192
0.325,0.189
0.330,0.152
0.335,0.136
0.340,0.142
0.345,0.121
0.350,0.100
0.355,0.103
0.360,0.088
0.365,0.057
0.370,0.057
0.375,0.055
0.380,0.023
0.385,0.012
0.390,0.021
0.395,0.000
0.400,-0.021
0.405,-0.009
0.410,-0.015
0.415,-0.039
0.420,-0.033
0.425,-0.028
0.430,-0.054
0.435,-0.060
0.440,-0.048
0.445,-0.064
0.450,-0.076
0.455,-0.057
0.460,-0.059
0.465,-0.081
0.470,-0.073
0.475,-0.065
0.480,-0.086
0.485,-0.085
0.490,-0.062
0.495,-0.074
0.500,-0.091
0.505,-0.078
0.510,-0.081
0.515,-0.097
0.520,-0.084
0.525,-0.072
0.530,-0.086
0.535,-0.086
0.540,-0.073
0.545,-0.087
0.550,-0.101
0.555,-0.090
0.560,-0.105
0.565,-0.144
0.570,-0.152
0.575,-0.149
0.580,-0.172
0.585,-0.177
0.590,-0.158
0.595,-0.166
0.600,-0.178
0.605,-0.153
0.610,-0.138
0.615,-0.145
0.620,-0.115
0.625,-0.086
0.630,-0.090
0.635,-0.067
0.640,-0.027
0.645,-0.019
0.650,-0.019
0.655,0.002
0.660,0.002
0.665,-0.018
0.670,-0.007
0.675,0.006
0.680,-0.010
0.685,-0.013
0.690,-0.001
0.695,-0.016
0.700,-0.033
0.705,-0.020
0.710,-0.019
0.715,-0.038
0.720,-0.031
0.725,-0.024
0.730,-0.039
0.735,0.001
0.740,0.074
0.745,-0.020
0.750,-0.361
0.755,-0.909
0.760,-1.590
0.765,-1.965
0.770,-1.698
0.775,-0.983
0.780,-0.161
0.785,0.330
0.790,0.427
0.795,0.410
0.800,0.320
0.805,0.230
0.810,0.218
0.815,0.227
0.820,0.246
0.825,0.257
0.830,0.230
0.835,0.218
0.840,0.226
0.845,0.208
0.850,0.189
0.855,0.197
0.860,0.186
0.865,0.155
0.870,0.156
0.875,0.157
0.880,0.127
0.885,0.112
0.890,0.112
0.895,0.091
0.900,0.077
0.905,0.090
0.910,0.078
0.915,0.050
0.920,0.058
0.925,0.063
0.930,0.035
0.935,0.023
0.940,0.028
0.945,0.007
0.950,-0.016
0.955,-0.008
0.960,-0.015
0.965,-0.043
0.970,-0.041
0.975,-0.039
0.980,-0.076
0.985,-0.099
0.990,-0.102
0.995,-0.132
1.000,-0.166
1.005,-0.168
1.010,-0.183
1.015,-0.213
1.020,-0.215
1.025,-0.213
1.030,-0.234
1.035,-0.231
1.040,-0.194
1.045,-0.165
1.050,-0.127
1.055,-0.050
1.060,0.024
1.065,0.087
1.070,0.174
1.075,0.253
1.080,0.288
1.085,0.330
1.090,0.382
1.095,0.400
1.100,0.408
1.105,0.434
1.110,0.431
1.115,0.404
1.120,0.406
1.125,0.413
1.130,0.388
1.135,0.371
1.140,0.370
1.145,0.345
1.150,0.314
1.155,0.306
1.160,0.285
1.165,0.251
1.170,0.246
1.175,0.242
1.180,0.207
1.185,0.187
1.190,0.187
1.195,0.169
1.200,0.152
1.205,0.156
1.210,0.136
1.215,0.103
1.220,0.102
1.225,0.102
1.230,0.076
1.235,0.065
1.240,0.069
1.245,0.050
1.250,0.028
1.255,0.028
1.260,0.014
1.265,-0.015
