'Elapsed time','ECG'
'seconds','mV'
0.000,0.387
0.005,0.369
0.010,0.316
0.015,0.288
0.020,0.323
0.025,0.305
0.030,0.256
0.035,0.274
0.040,0.277
0.045,0.241
0.050,0.237
0.055,0.242
0.060,0.218
0.065,0.203
0.070,0.208
0.075,0.196
0.080,0.179
0.085,0.176
0.090,0.169
0.095,0.156
0.100,0.149
0.105,0.144
0.110,0.134
0.115,0.126
0.120,0.120
0.125,0.112
0.130,0.106
0.135,0.102
0.140,0.094
0.145,0.085
0.150,0.078
0.155,0.072
0.160,0.056
0.165,0.029
0.170,0.001
0.175,-0.019
0.180,-0.029
0.185,-0.035
0.190,-0.051
0.195,-0.072
0.200,-0.084
0.205,-0.087
0.210,-0.076
0.215,-0.048
0.220,-0.012
0.225,0.020
0.230,0.045
0.235,0.066
0.240,0.081
0.245,0.083
0.250,0.076
0.255,0.072
0.260,0.070
0.265,0.063
0.270,0.059
0.275,0.091
0.280,0.158
0.285,0.184
0.290,0.102
0.295,-0.144
0.300,-0.579
0.305,-1.104
0.310,-1.566
0.315,-1.810
0.320,-1.735
0.325,-1.289
0.330,-0.496
0.335,0.184
0.340,0.397
0.345,0.371
0.350,0.341
0.355,0.401
0.360,0.459
0.365,0.415
0.370,0.406
0.375,0.432
0.380,0.399
0.385,0.367
0.390,0.375
0.395,0.358
0.400,0.322
0.405,0.313
0.410,0.303
0.415,0.276
0.420,0.261
0.425,0.252
0.430,0.231
0.435,0.213
0.440,0.201
0.445,0.184
0.450,0.166
0.455,0.155
0.460,0.143
0.465,0.124
0.470,0.110
0.475,0.096
0.480,0.079
0.485,0.064
0.490,0.049
0.495,0.031
0.500,0.013
0.505,-0.004
0.510,-0.023
0.515,-0.045
0.520,-0.068
0.525,-0.091
0.530,-0.115
0.535,-0.142
0.540,-0.172
0.545,-0.199
0.550,-0.223
0.555,-0.245
0.560,-0.265
0.565,-0.285
0.570,-0.300
0.575,-0.312
0.580,-0.322
0.585,-0.325
0.590,-0.321
0.595,-0.307
0.600,-0.277
0.605,-0.226
0.610,-0.159
0.615,-0.083
0.620,-0.001
0.625,0.079
0.630,0.150
0.635,0.206
0.640,0.251
0.645,0.286
0.650,0.305
0.655,0.315
0.660,0.320
0.665,0.317
0.670,0.310
0.675,0.298
0.680,0.282
0.685,0.272
0.690,0.263
0.695,0.247
0.700,0.231
0.705,0.216
0.710,0.203
0.715,0.189
0.720,0.175
0.725,0.162
0.730,0.153
0.735,0.144
0.740,0.134
0.745,0.126
0.750,0.116
0.755,0.109
0.760,0.101
0.765,0.094
0.770,0.089
0.775,0.081
0.780,0.071
0.785,0.063
0.790,0.063
0.795,0.063
0.800,0.059
0.805,0.056
0.810,0.048
0.815,0.041
0.820,0.035
0.825,0.030
0.830,0.030
0.835,0.025
0.840,0.017
0.845,0.010
0.850,0.007
0.855,0.005
0.860,0.001
0.865,-0.003
0.870,-0.007
0.875,-0.012
0.880,-0.019
0.885,-0.025
0.890,-0.026
0.895,-0.029
0.900,-0.034
0.905,-0.037
0.910,-0.040
0.915,-0.043
0.920,-0.047
0.925,-0.051
0.930,-0.051
0.935,-0.052
0.940,-0.056
0.945,-0.058
0.950,-0.061
0.955,-0.062
0.960,-0.062
0.965,-0.065
0.970,-0.069
0.975,-0.066
0.980,-0.063
0.985,-0.069
0.990,-0.073
0.995,-0.077
1.000,-0.074
1.005,-0.068
1.010,-0.072
1.015,-0.075
1.020,-0.074
1.025,-0.072
1.030,-0.070
1.035,-0.072
1.040,-0.074
1.045,-0.075
1.050,-0.076
1.055,-0.075
1.060,-0.077
1.065,-0.083
1.070,-0.098
1.075,-0.121
1.080,-0.136
1.085,-0.140
1.090,-0.146
1.095,-0.160
1.100,-0.177
1.105,-0.185
1.110,-0.183
1.115,-0.171
1.120,-0.139
1.125,-0.099
1.130,-0.067
1.135,-0.034
1.140,-0.004
1.145,0.014
1.150,0.019
1.155,0.017
1.160,0.018
1.165,0.019
1.170,0.017
1.175,0.019
1.180,0.045
1.185,0.109
1.190,0.149
1.195,0.085
1.200,-0.142
1.205,-0.552
1.210,-1.055
1.215,-1.508
1.220,-1.792
1.225,-1.781
1.230,-1.388
1.235,-0.621
1.240,0.125
1.245,0.406
1.250,0.393
1.255,0.356
1.260,0.394
1.265,0.456
1.270,0.428
1.275,0.413
1.280,0.441
1.285,0.418
1.290,0.383
1.295,0.387
1.300,0.375
1.305,0.343
1.310,0.330
1.315,0.320
1.320,0.298
1.325,0.283
1.330,0.275
1.335,0.253
1.340,0.229
1.345,0.218
1.350,0.206
1.355,0.194
1.360,0.182
1.365,0.165
1.370,0.147
1.375,0.130
1.380,0.117
1.385,0.102
1.390,0.086
1.395,0.073
1.400,0.058
1.405,0.042
1.410,0.025
1.415,0.005
1.420,-0.016
1.425,-0.034
1.430,-0.052
1.435,-0.075
1.440,-0.102
