'Elapsed time','ECG'
'seconds','mV'
0.000,0.079
0.005,0.051
0.010,-0.002
0.015,0.003
0.020,0.001
0.025,-0.048
0.030,-0.050
0.035,-0.048
0.040,-0.078
0.045,-0.067
0.050,-0.035
0.055,-0.044
0.060,-0.056
0.065,-0.044
0.070,-0.043
0.075,-0.032
0.080,0.000
0.085,0.022
0.090,0.032
0.095,0.030
0.100,0.024
0.105,0.019
0.110,0.011
0.115,0.010
0.120,0.014
0.125,0.008
0.130,0.000
0.135,-0.001
0.140,0.000
0.145,0.004
0.150,0.053
0.155,0.183
0.160,0.309
0.165,0.273
0.170,-0.040
0.175,-0.705
0.180,-1.570
0.185,-2.067
0.190,-2.011
0.195,-1.775
0.200,-1.260
0.205,-0.509
0.210,0.099
0.215,0.444
0.220,0.416
0.225,0.309
0.230,0.389
0.235,0.421
0.240,0.383
0.245,0.413
0.250,0.426
0.255,0.378
0.260,0.361
0.265,0.366
0.270,0.333
0.275,0.301
0.280,0.296
0.285,0.278
0.290,0.250
0.295,0.237
0.300,0.220
0.305,0.193
0.310,0.179
0.315,0.167
0.320,0.147
0.325,0.129
0.330,0.115
0.335,0.097
0.340,0.075
0.345,0.058
0.350,0.044
0.355,0.029
0.360,0.011
0.365,-0.007
0.370,-0.023
0.375,-0.034
0.380,-0.050
0.385,-0.071
0.390,-0.084
0.395,-0.096
0.400,-0.112
0.405,-0.123
0.410,-0.129
0.415,-0.134
0.420,-0.134
0.425,-0.127
0.430,-0.109
0.435,-0.075
0.440,-0.031
0.445,0.012
0.450,0.056
0.455,0.098
0.460,0.131
0.465,0.155
0.470,0.174
0.475,0.184
0.480,0.186
0.485,0.187
0.490,0.185
0.495,0.179
0.500,0.170
0.505,0.157
0.510,0.145
0.515,0.136
0.520,0.128
0.525,0.118
0.530,0.104
0.535,0.091
0.540,0.081
0.545,0.070
0.550,0.065
0.555,0.063
0.560,0.058
0.565,0.051
0.570,0.042
0.575,0.035
0.580,0.029
0.585,0.023
0.590,0.017
0.595,0.010
0.600,0.005
0.605,0.006
0.610,0.009
0.615,0.008
0.620,0.003
0.625,0.000
0.630,-0.003
0.635,-0.005
0.640,-0.007
0.645,-0.012
0.650,-0.014
0.655,-0.017
0.660,-0.023
0.665,-0.026
0.670,-0.025
0.675,-0.027
0.680,-0.032
0.685,-0.035
0.690,-0.038
0.695,-0.048
0.700,-0.065
0.705,-0.081
0.710,-0.092
0.715,-0.103
0.720,-0.117
0.725,-0.132
0.730,-0.141
0.735,-0.124
0.740,-0.097
0.745,-0.091
0.750,-0.101
0.755,-0.102
0.760,-0.094
0.765,-0.078
0.770,-0.054
0.775,-0.028
0.780,-0.003
0.785,0.005
0.790,-0.002
0.795,-0.004
0.800,-0.004
0.805,-0.006
0.810,-0.003
0.815,-0.002
0.820,-0.003
0.825,-0.004
0.830,-0.005
0.835,0.002
0.840,0.058
0.845,0.193
0.850,0.297
0.855,0.210
0.860,-0.165
0.865,-0.903
0.870,-1.709
0.875,-2.019
0.880,-1.912
0.885,-1.728
0.890,-1.256
0.895,-0.490
0.900,0.173
0.905,0.464
0.910,0.378
0.915,0.331
0.920,0.468
0.925,0.492
0.930,0.436
0.935,0.474
0.940,0.497
0.945,0.439
0.950,0.422
0.955,0.432
0.960,0.393
0.965,0.361
0.970,0.361
0.975,0.338
0.980,0.304
0.985,0.291
0.990,0.276
0.995,0.249
1.000,0.230
1.005,0.215
1.010,0.189
1.015,0.167
1.020,0.156
1.025,0.137
1.030,0.115
1.035,0.100
1.040,0.085
1.045,0.064
1.050,0.042
1.055,0.025
1.060,0.007
1.065,-0.015
1.070,-0.034
1.075,-0.054
1.080,-0.076
1.085,-0.091
1.090,-0.106
1.095,-0.121
1.100,-0.133
1.105,-0.140
1.110,-0.142
1.115,-0.134
1.120,-0.113
1.125,-0.080
1.130,-0.031
1.135,0.026
1.140,0.081
1.145,0.126
1.150,0.161
1.155,0.187
1.160,0.204
1.165,0.214
1.170,0.220
1.175,0.220
1.180,0.213
1.185,0.206
1.190,0.197
1.195,0.185
1.200,0.174
1.205,0.163
1.210,0.151
1.215,0.139
1.220,0.130
1.225,0.121
1.230,0.111
1.235,0.101
1.240,0.092
1.245,0.081
1.250,0.069
1.255,0.060
1.260,0.054
1.265,0.049
1.270,0.044
1.275,0.038
1.280,0.031
1.285,0.024
1.290,0.019
1.295,0.016
1.300,0.013
1.305,0.008
1.310,0.001
1.315,-0.007
1.320,-0.010
1.325,-0.012
1.330,-0.013
1.335,-0.013
1.340,-0.016
1.345,-0.021
1.350,-0.025
1.355,-0.026
1.360,-0.026
1.365,-0.030
1.370,-0.036
1.375,-0.040
1.380,-0.044
1.385,-0.049
1.390,-0.058
1.395,-0.075
1.400,-0.094
1.405,-0.103
1.410,-0.111
1.415,-0.123
1.420,-0.137
