'Elapsed time','ECG'
'seconds','mV'
0.000,-0.088
0.005,-0.082
0.010,-0.047
0.015,-0.035
0.020,0.000
0.025,0.027
0.030,0.010
0.035,0.030
0.040,0.040
0.045,0.018
0.050,0.024
0.055,0.027
0.060,0.013
0.065,-0.001
0.070,0.002
0.075,0.003
0.080,-0.015
0.085,-0.015
0.090,-0.019
0.095,-0.027
0.100,-0.023
0.105,-0.032
0.110,-0.044
0.115,-0.058
0.120,-0.061
0.125,-0.052
0.130,-0.060
0.135,-0.067
0.140,-0.079
0.145,-0.088
0.150,-0.083
0.155,-0.085
0.160,-0.085
0.165,-0.090
0.170,-0.091
0.175,-0.089
0.180,-0.099
0.185,-0.091
0.190,-0.091
0.195,-0.099
0.200,-0.093
0.205,-0.090
0.210,-0.083
0.215,-0.081
0.220,-0.082
0.225,-0.075
0.230,-0.074
0.235,-0.070
0.240,-0.073
0.245,-0.072
0.250,-0.068
0.255,-0.072
0.260,-0.065
0.265,-0.067
0.270,-0.061
0.275,-0.050
0.280,-0.060
0.285,-0.061
0.290,-0.057
0.295,-0.060
0.300,-0.055
0.305,-0.056
0.310,-0.046
0.315,-0.048
0.320,-0.049
0.325,-0.039
0.330,-0.049
0.335,-0.048
0.340,-0.047
0.345,-0.048
0.350,-0.035
0.355,-0.041
0.360,-0.049
0.365,-0.051
0.370,-0.043
0.375,-0.034
0.380,-0.040
0.385,-0.037
0.390,-0.040
0.395,-0.044
0.400,-0.037
0.405,-0.040
0.410,-0.036
0.415,-0.032
0.420,-0.030
0.425,-0.029
0.430,-0.037
0.435,-0.031
0.440,-0.026
0.445,-0.027
0.450,-0.029
0.455,-0.036
0.460,-0.024
0.465,-0.025
0.470,-0.034
0.475,-0.028
0.480,-0.034
0.485,-0.026
0.490,-0.021
0.495,-0.025
0.500,-0.013
0.505,-0.018
0.510,-0.019
0.515,-0.022
0.520,-0.024
0.525,-0.016
0.530,-0.022
0.535,-0.016
0.540,-0.012
0.545,-0.013
0.550,-0.012
0.555,-0.019
0.560,-0.014
0.565,-0.013
0.570,-0.011
0.575,-0.012
0.580,-0.021
0.585,-0.014
0.590,-0.005
0.595,-0.010
0.600,-0.029
0.605,-0.052
0.610,-0.051
0.615,-0.055
0.620,-0.066
0.625,-0.069
0.630,-0.072
0.635,-0.061
0.640,-0.058
0.645,-0.064
0.650,-0.058
0.655,-0.044
0.660,-0.003
0.665,0.027
0.670,0.022
0.675,0.022
0.680,0.026
0.685,0.047
0.690,0.074
0.695,0.086
0.700,0.092
0.705,0.086
0.710,0.081
0.715,0.072
0.720,0.070
0.725,0.071
0.730,0.053
0.735,0.059
0.740,0.100
0.745,0.202
0.750,0.319
0.755,0.320
0.760,0.175
0.765,-0.166
0.770,-0.712
0.775,-1.385
0.780,-1.874
0.785,-1.893
0.790,-1.509
0.795,-0.808
0.800,-0.182
0.805,0.065
0.810,0.129
0.815,0.162
0.820,0.277
0.825,0.412
0.830,0.410
0.835,0.402
0.840,0.445
0.845,0.442
0.850,0.412
0.855,0.407
0.860,0.411
0.865,0.382
0.870,0.363
0.875,0.363
0.880,0.340
0.885,0.324
0.890,0.313
0.895,0.296
0.900,0.280
0.905,0.260
0.910,0.246
0.915,0.224
0.920,0.209
0.925,0.204
0.930,0.180
0.935,0.165
0.940,0.153
0.945,0.133
0.950,0.119
0.955,0.099
0.960,0.085
0.965,0.062
0.970,0.038
0.975,0.028
0.980,0.000
0.985,-0.021
0.990,-0.043
0.995,-0.074
1.000,-0.094
1.005,-0.128
1.010,-0.154
1.015,-0.185
1.020,-0.221
1.025,-0.242
1.030,-0.273
1.035,-0.295
1.040,-0.317
1.045,-0.341
1.050,-0.350
1.055,-0.362
1.060,-0.357
1.065,-0.349
1.070,-0.341
1.075,-0.325
1.080,-0.313
1.085,-0.276
1.090,-0.224
1.095,-0.168
1.100,-0.100
1.105,-0.032
1.110,0.044
1.115,0.118
1.120,0.189
1.125,0.250
1.130,0.298
1.135,0.353
1.140,0.388
1.145,0.413
1.150,0.437
1.155,0.437
1.160,0.438
1.165,0.429
1.170,0.417
1.175,0.413
1.180,0.395
1.185,0.383
1.190,0.369
1.195,0.349
1.200,0.335
1.205,0.314
1.210,0.299
1.215,0.278
1.220,0.259
1.225,0.253
1.230,0.228
1.235,0.213
1.240,0.198
1.245,0.174
1.250,0.162
1.255,0.149
1.260,0.138
1.265,0.119
1.270,0.102
1.275,0.094
1.280,0.076
1.285,0.071
1.290,0.063
1.295,0.048
1.300,0.041
1.305,0.025
1.310,0.018
1.315,0.011
1.320,0.004
1.325,0.001
1.330,-0.012
1.335,-0.015
1.340,-0.018
1.345,-0.023
1.350,-0.024
1.355,-0.028
1.360,-0.026
1.365,-0.031
1.370,-0.035
1.375,-0.033
1.380,-0.044
1.385,-0.041
1.390,-0.040
1.395,-0.050
1.400,-0.051
1.405,-0.054
1.410,-0.046
1.415,-0.050
1.420,-0.055
1.425,-0.054
1.430,-0.065
1.435,-0.067
1.440,-0.070
1.445,-0.068
1.450,-0.064
