'Elapsed time','ECG'
'seconds','mV'
0.000,0.373
0.005,0.185
0.010,-0.169
0.015,-0.136
0.020,0.227
0.025,0.049
0.030,-0.266
0.035,0.142
0.040,0.199
0.045,-0.261
0.050,-0.053
0.055,0.263
0.060,-0.135
0.065,-0.205
0.070,0.238
0.075,0.027
0.080,-0.295
0.085,0.116
0.090,0.188
0.095,-0.251
0.100,-0.035
0.105,0.275
0.110,-0.129
0.115,-0.201
0.120,0.232
0.125,0.029
0.130,-0.279
0.135,0.121
0.140,0.169
0.145,-0.288
0.150,-0.069
0.155,0.253
0.160,-0.158
0.165,-0.242
0.170,0.173
0.175,-0.065
0.180,-0.393
0.185,0.007
0.190,0.046
0.195,-0.419
0.200,-0.194
0.205,0.128
0.210,-0.284
0.215,-0.323
0.220,0.151
0.225,-0.057
0.230,-0.355
0.235,0.093
0.240,0.210
0.245,-0.184
0.250,0.058
0.255,0.387
0.260,-0.021
0.265,-0.085
0.270,0.383
0.275,0.162
0.280,-0.185
0.285,0.225
0.290,0.292
0.295,-0.181
0.300,0.024
0.305,0.350
0.310,-0.114
0.315,-0.294
0.320,-0.008
0.325,-0.458
0.330,-0.943
0.335,-0.328
0.340,0.382
0.345,0.434
0.350,0.672
0.355,0.950
0.360,0.552
0.365,0.435
0.370,0.799
0.375,0.438
0.380,-0.034
0.385,0.267
0.390,0.214
0.395,-0.336
0.400,-0.147
0.405,0.175
0.410,-0.252
0.415,-0.320
0.420,0.142
0.425,-0.066
0.430,-0.389
0.435,0.032
0.440,0.115
0.445,-0.355
0.450,-0.146
0.455,0.187
0.460,-0.232
0.465,-0.296
0.470,0.159
0.475,-0.082
0.480,-0.423
0.485,-0.003
0.490,0.069
0.495,-0.396
0.500,-0.201
0.505,0.102
0.510,-0.315
0.515,-0.383
0.520,0.049
0.525,-0.181
0.530,-0.495
0.535,-0.072
0.540,-0.010
0.545,-0.483
0.550,-0.262
0.555,0.084
0.560,-0.340
0.565,-0.405
0.570,0.095
0.575,-0.097
0.580,-0.404
0.585,0.063
0.590,0.165
0.595,-0.275
0.600,-0.018
0.605,0.345
0.610,-0.054
0.615,-0.109
0.620,0.367
0.625,0.167
0.630,-0.145
0.635,0.289
0.640,0.355
0.645,-0.111
0.650,0.106
0.655,0.428
0.660,0.010
0.665,-0.058
0.670,0.396
0.675,0.188
0.680,-0.145
0.685,0.251
0.690,0.306
0.695,-0.162
0.700,0.051
0.705,0.380
0.710,-0.033
0.715,-0.110
0.720,0.346
0.725,0.128
0.730,-0.215
0.735,0.196
0.740,0.253
0.745,-0.230
0.750,-0.002
0.755,0.350
0.760,-0.071
0.765,-0.162
0.770,0.276
0.775,0.065
0.780,-0.255
0.785,0.147
0.790,0.206
0.795,-0.251
0.800,-0.044
0.805,0.275
0.810,-0.127
0.815,-0.177
0.820,0.287
0.825,0.061
0.830,-0.273
0.835,0.148
0.840,0.215
0.845,-0.240
0.850,-0.021
0.855,0.289
0.860,-0.137
0.865,-0.202
0.870,0.253
0.875,0.013
0.880,-0.325
0.885,0.103
0.890,0.152
0.895,-0.354
0.900,-0.162
0.905,0.156
0.910,-0.285
0.915,-0.359
0.920,0.137
0.925,-0.058
0.930,-0.378
0.935,0.086
0.940,0.211
0.945,-0.224
0.950,0.021
0.955,0.381
0.960,-0.032
0.965,-0.099
0.970,0.365
0.975,0.138
0.980,-0.204
0.985,0.223
0.990,0.317
0.995,-0.148
1.000,0.048
1.005,0.363
1.010,-0.090
1.015,-0.231
1.020,0.087
1.025,-0.345
1.030,-0.873
1.035,-0.476
1.040,0.018
1.045,0.227
1.050,0.694
1.055,0.913
1.060,0.463
1.065,0.384
1.070,0.772
1.075,0.459
1.080,0.015
1.085,0.302
1.090,0.244
1.095,-0.312
1.100,-0.153
1.105,0.150
1.110,-0.261
1.115,-0.319
1.120,0.129
1.125,-0.092
1.130,-0.396
1.135,0.019
1.140,0.068
1.145,-0.394
1.150,-0.170
1.155,0.164
1.160,-0.249
1.165,-0.311
1.170,0.158
1.175,-0.070
1.180,-0.418
1.185,0.007
1.190,0.070
1.195,-0.415
1.200,-0.189
1.205,0.149
1.210,-0.296
1.215,-0.377
1.220,0.095
1.225,-0.140
1.230,-0.498
1.235,-0.080
1.240,-0.021
1.245,-0.494
1.250,-0.262
1.255,0.066
1.260,-0.350
1.265,-0.392
1.270,0.080
1.275,-0.120
1.280,-0.423
1.285,0.013
1.290,0.102
1.295,-0.328
1.300,-0.065
1.305,0.304
1.310,-0.081
1.315,-0.124
1.320,0.355
1.325,0.166
1.330,-0.149
1.335,0.254
1.340,0.324
1.345,-0.117
1.350,0.102
1.355,0.429
1.360,0.012
1.365,-0.063
1.370,0.400
1.375,0.175
1.380,-0.159
1.385,0.260
1.390,0.307
1.395,-0.160
1.400,0.059
1.405,0.374
1.410,-0.050
1.415,-0.124
1.420,0.323
1.425,0.092
1.430,-0.237
1.435,0.175
1.440,0.234
1.445,-0.214
1.450,-0.007
1.455,0.307
1.460,-0.101
1.465,-0.170
1.470,0.277
1.475,0.054
1.480,-0.279
1.485,0.139
1.490,0.221
1.495,-0.229
1.500,-0.019
1.505,0.297
1.510,-0.133
1.515,-0.202
1.520,0.278
1.525,0.052
1.530,-0.296
1.535,0.146
1.540,0.234
1.545,-0.239
1.550,-0.021
1.555,0.307
1.560,-0.149
1.565,-0.243
1.570,0.205
1.575,-0.037
1.580,-0.367
1.585,0.042
1.590,0.092
1.595,-0.372
1.600,-0.173
1.605,0.148
1.610,-0.241
1.615,-0.291
1.620,0.166
1.625,-0.029
1.630,-0.311
1.635,0.140
1.640,0.256
1.645,-0.147
1.650,0.085
1.655,0.398
1.660,-0.024
1.665,-0.090
1.670,0.359
1.675,0.123
1.680,-0.199
1.685,0.218
1.690,0.271
1.695,-0.182
1.700,0.019
1.705,0.273
1.710,-0.258
1.715,-0.514
1.720,-0.295
1.725,-0.622
1.730,-0.647
1.735,0.455
1.740,0.953
1.745,0.437
1.750,0.587
1.755,0.928
1.760,0.444
1.765,0.255
1.770,0.572
1.775,0.238
1.780,-0.199
1.785,0.110
1.790,0.114
1.795,-0.381
1.800,-0.167
1.805,0.171
1.810,-0.256
1.815,-0.336
1.820,0.142
1.825,-0.061
1.830,-0.412
1.835,0.011
1.840,0.089
1.845,-0.393
1.850,-0.168
1.855,0.170
1.860,-0.274
1.865,-0.347
1.870,0.137
1.875,-0.075
1.880,-0.406
1.885,0.016
1.890,0.070
1.895,-0.414
1.900,-0.211
1.905,0.101
1.910,-0.330
1.915,-0.401
1.920,0.058
1.925,-0.169
1.930,-0.507
1.935,-0.100
1.940,-0.031
1.945,-0.468
1.950,-0.244
1.955,0.082
1.960,-0.333
1.965,-0.385
1.970,0.129
1.975,-0.065
1.980,-0.385
1.985,0.088
1.990,0.205
1.995,-0.241
2.000,-0.003
2.005,0.356
2.010,-0.051
2.015,-0.101
2.020,0.402
2.025,0.186
