'Elapsed time','ECG'
'seconds','mV'
0.000,0.187
0.005,0.244
0.010,0.009
0.015,0.020
0.020,0.199
0.025,0.060
0.030,-0.015
0.035,0.113
0.040,0.080
0.045,-0.008
0.050,0.049
0.055,0.074
0.060,0.014
0.065,0.020
0.070,0.050
0.075,0.021
0.080,0.007
0.085,0.029
0.090,0.022
0.095,0.002
0.100,0.010
0.105,0.018
0.110,0.007
0.115,0.000
0.120,-0.002
0.125,-0.008
0.130,-0.010
0.135,-0.008
0.140,-0.009
0.145,-0.019
0.150,-0.025
0.155,-0.022
0.160,-0.024
0.165,-0.030
0.170,-0.033
0.175,-0.037
0.180,-0.046
0.185,-0.053
0.190,-0.056
0.195,-0.062
0.200,-0.070
0.205,-0.070
0.210,-0.068
0.215,-0.073
0.220,-0.076
0.225,-0.075
0.230,-0.080
0.235,-0.080
0.240,-0.076
0.245,-0.080
0.250,-0.085
0.255,-0.079
0.260,-0.066
0.265,-0.057
0.270,-0.046
0.275,-0.030
0.280,-0.020
0.285,-0.011
0.290,0.008
0.295,0.021
0.300,0.029
0.305,0.043
0.310,0.053
0.315,0.055
0.320,0.059
0.325,0.067
0.330,0.067
0.335,0.065
0.340,0.070
0.345,0.071
0.350,0.065
0.355,0.065
0.360,0.062
0.365,0.054
0.370,0.051
0.375,0.052
0.380,0.046
0.385,0.040
0.390,0.041
0.395,0.036
0.400,0.026
0.405,0.025
0.410,0.024
0.415,0.015
0.420,0.012
0.425,0.017
0.430,0.014
0.435,0.011
0.440,0.013
0.445,0.011
0.450,0.007
0.455,0.009
0.460,0.010
0.465,0.005
0.470,0.007
0.475,0.013
0.480,0.010
0.485,0.005
0.490,0.009
0.495,0.007
0.500,0.001
0.505,0.003
0.510,0.005
0.515,0.001
0.520,0.002
0.525,0.005
0.530,0.002
0.535,-0.003
0.540,0.001
0.545,0.000
0.550,-0.007
0.555,-0.007
0.560,-0.005
0.565,-0.008
0.570,-0.008
0.575,-0.007
0.580,-0.009
0.585,-0.009
0.590,-0.004
0.595,-0.004
0.600,-0.011
0.605,-0.011
0.610,-0.008
0.615,-0.012
0.620,-0.009
0.625,-0.007
0.630,-0.014
0.635,-0.017
0.640,-0.011
0.645,-0.008
0.650,-0.011
0.655,-0.012
0.660,-0.013
0.665,-0.018
0.670,-0.015
0.675,-0.007
0.680,-0.011
0.685,-0.015
0.690,-0.010
0.695,-0.009
0.700,-0.012
0.705,-0.010
0.710,-0.009
0.715,-0.011
0.720,-0.007
0.725,0.000
0.730,-0.005
0.735,-0.012
0.740,-0.012
0.745,-0.018
0.750,-0.031
0.755,-0.035
0.760,-0.039
0.765,-0.049
0.770,-0.057
0.775,-0.071
0.780,-0.090
0.785,-0.091
0.790,-0.080
0.795,-0.076
0.800,-0.077
0.805,-0.067
0.810,-0.049
0.815,-0.042
0.820,-0.018
0.825,0.029
0.830,0.053
0.835,0.054
0.840,0.053
0.845,0.051
0.850,0.052
0.855,0.052
0.860,0.046
0.865,0.039
0.870,0.039
0.875,0.038
0.880,0.032
0.885,0.028
0.890,0.030
0.895,0.025
0.900,-0.012
0.905,-0.123
0.910,-0.322
0.915,-0.578
0.920,-0.842
0.925,-0.986
0.930,-0.777
0.935,-0.274
0.940,0.146
0.945,0.301
0.950,0.276
0.955,0.284
0.960,0.349
0.965,0.319
0.970,0.246
0.975,0.231
0.980,0.227
0.985,0.208
0.990,0.201
0.995,0.190
1.000,0.169
1.005,0.162
1.010,0.157
1.015,0.140
1.020,0.131
1.025,0.128
1.030,0.118
1.035,0.110
1.040,0.109
1.045,0.102
1.050,0.091
1.055,0.089
1.060,0.087
1.065,0.075
1.070,0.066
1.075,0.065
1.080,0.058
1.085,0.052
1.090,0.052
1.095,0.045
1.100,0.036
1.105,0.034
1.110,0.027
1.115,0.012
1.120,0.008
1.125,0.009
1.130,0.003
1.135,-0.003
1.140,-0.002
1.145,-0.008
1.150,-0.020
1.155,-0.023
1.160,-0.027
1.165,-0.041
1.170,-0.048
1.175,-0.046
1.180,-0.052
1.185,-0.061
1.190,-0.067
1.195,-0.071
1.200,-0.076
1.205,-0.076
1.210,-0.079
1.215,-0.086
1.220,-0.085
1.225,-0.080
1.230,-0.080
1.235,-0.076
1.240,-0.064
1.245,-0.056
1.250,-0.048
1.255,-0.029
1.260,-0.010
1.265,0.000
1.270,0.014
1.275,0.032
1.280,0.041
1.285,0.047
1.290,0.058
1.295,0.062
1.300,0.062
1.305,0.072
1.310,0.076
1.315,0.069
1.320,0.065
1.325,0.066
1.330,0.062
1.335,0.058
1.340,0.060
1.345,0.053
1.350,0.040
1.355,0.037
1.360,0.034
1.365,0.026
1.370,0.022
1.375,0.023
1.380,0.019
1.385,0.015
1.390,0.016
1.395,0.011
1.400,0.001
1.405,0.000
1.410,0.003
1.415,-0.001
1.420,-0.003
1.425,-0.003
1.430,-0.008
1.435,-0.006
1.440,0.002
1.445,-0.001
1.450,-0.012
1.455,-0.011
1.460,-0.005
1.465,-0.008
1.470,-0.009
1.475,-0.006
1.480,-0.012
1.485,-0.012
1.490,-0.005
1.495,-0.007
1.500,-0.012
1.505,-0.011
1.510,-0.011
1.515,-0.014
1.520,-0.012
1.525,-0.011
1.530,-0.014
1.535,-0.013
1.540,-0.008
