time,ECG,ECGFiltered,Group
0.002,0.54,0.035,Recording1
0.004,0.555,0.02,Recording1
0.006,0.635,0.005,Recording1
0.008,0.71,0.0,Recording1
0.01,0.525,0.0,Recording1
0.012,0.59,0.005,Recording1
0.013999999999999999,0.65,0.01,Recording1
0.016,0.615,0.02,Recording1
0.018000000000000002,0.61,0.025,Recording1
0.02,0.645,0.03,Recording1
0.022000000000000002,0.57,0.03,Recording1
0.024,0.625,0.03,Recording1
0.026000000000000002,0.625,0.025,Recording1
0.027999999999999997,0.62,0.025,Recording1
0.03,0.56,0.025,Recording1
0.032,0.65,0.02,Recording1
0.034,0.615,0.02,Recording1
0.036000000000000004,0.53,0.015,Recording1
0.038,0.6,0.01,Recording1
0.04,0.62,0.005,Recording1
0.042,0.625,-0.005,Recording1
0.044000000000000004,0.645,-0.015,Recording1
0.046,0.665,-0.025,Recording1
0.048,0.53,-0.03,Recording1
0.05,0.38,-0.03,Recording1
0.052000000000000005,0.515,-0.025,Recording1
0.054000000000000006,0.605,-0.015,Recording1
0.055999999999999994,0.65,0.0,Recording1
0.057999999999999996,0.71,0.02,Recording1
0.06,0.66,0.035,Recording1
0.062,0.6,0.045,Recording1
0.064,0.655,0.055,Recording1
0.066,0.595,0.055,Recording1
0.068,0.595,0.045,Recording1
0.07,0.69,0.04,Recording1
0.07200000000000001,0.725,0.025,Recording1
0.07400000000000001,0.54,0.02,Recording1
0.076,0.6,0.015,Recording1
0.078,0.565,0.015,Recording1
0.08,0.675,0.025,Recording1
0.08199999999999999,0.63,0.035,Recording1
0.084,0.6,0.05,Recording1
0.086,0.635,0.06,Recording1
0.08800000000000001,0.725,0.07,Recording1
0.09,0.65,0.075,Recording1
0.092,0.625,0.075,Recording1
0.094,0.62,0.065,Recording1
0.096,0.66,0.05,Recording1
0.098,0.635,0.035,Recording1
0.1,0.665,0.02,Recording1
0.102,0.615,0.01,Recording1
0.10400000000000001,0.58,0.0,Recording1
0.106,0.615,-0.005,Recording1
0.10800000000000001,0.485,-0.005,Recording1
0.11,0.505,-0.005,Recording1
0.11199999999999999,0.6,0.0,Recording1
0.114,0.69,0.0,Recording1
0.11599999999999999,0.685,0.005,Recording1
0.11800000000000001,0.725,0.0,Recording1
0.12,0.55,-0.005,Recording1
0.122,0.405,-0.01,Recording1
0.124,0.545,-0.02,Recording1
0.126,0.565,-0.03,Recording1
0.128,0.635,-0.035,Recording1
0.13,0.55,-0.035,Recording1
0.132,0.58,-0.035,Recording1
0.134,0.615,-0.03,Recording1
0.136,0.585,-0.025,Recording1
0.138,0.56,-0.015,Recording1
0.14,0.595,-0.01,Recording1
0.142,0.645,0.0,Recording1
0.14400000000000002,0.57,0.0,Recording1
0.146,0.615,0.0,Recording1
0.14800000000000002,0.575,0.0,Recording1
0.15,0.525,0.0,Recording1
0.152,0.515,-0.005,Recording1
0.154,0.525,-0.005,Recording1
0.156,0.665,0.0,Recording1
0.158,0.67,0.0,Recording1
0.16,0.665,0.005,Recording1
0.162,0.58,0.01,Recording1
0.16399999999999998,0.515,0.015,Recording1
0.166,0.495,0.015,Recording1
0.168,0.565,0.015,Recording1
0.17,0.7,0.01,Recording1
0.172,0.655,0.0,Recording1
0.174,0.605,-0.01,Recording1
0.17600000000000002,0.55,-0.015,Recording1
0.17800000000000002,0.525,-0.025,Recording1
0.18,0.6,-0.03,Recording1
0.182,0.555,-0.03,Recording1
0.184,0.52,-0.025,Recording1
0.18600000000000003,0.53,-0.015,Recording1
0.188,0.53,-0.005,Recording1
0.19,0.645,0.01,Recording1
0.192,0.66,0.015,Recording1
0.19399999999999998,0.71,0.02,Recording1
0.196,0.665,0.02,Recording1
0.198,0.635,0.015,Recording1
0.2,0.52,0.0,Recording1
0.20199999999999999,0.44,-0.02,Recording1
0.204,0.485,-0.04,Recording1
0.20600000000000002,0.535,-0.055,Recording1
0.20800000000000002,0.54,-0.065,Recording1
0.21,0.585,-0.065,Recording1
0.212,0.69,-0.05,Recording1
0.214,0.7,-0.03,Recording1
0.21600000000000003,0.55,0.0,Recording1
0.218,0.56,0.035,Recording1
0.22,0.64,0.065,Recording1
0.222,0.65,0.09,Recording1
0.22399999999999998,0.63,0.1,Recording1
0.226,0.71,0.1,Recording1
0.228,0.775,0.09,Recording1
0.23,0.81,0.07,Recording1
0.23199999999999998,0.72,0.05,Recording1
0.23399999999999999,0.475,0.03,Recording1
0.23600000000000002,0.565,0.015,Recording1
0.23800000000000002,0.54,0.005,Recording1
0.24,0.655,0.0,Recording1
0.242,0.69,-0.005,Recording1
0.244,0.61,-0.005,Recording1
0.24600000000000002,0.55,-0.005,Recording1
0.248,0.57,-0.01,Recording1
0.25,0.58,-0.015,Recording1
0.252,0.525,-0.02,Recording1
0.254,0.57,-0.03,Recording1
0.256,0.6,-0.035,Recording1
0.258,0.63,-0.035,Recording1
0.26,0.615,-0.03,Recording1
0.262,0.55,-0.025,Recording1
0.264,0.555,-0.02,Recording1
0.266,0.575,-0.02,Recording1
0.268,0.545,-0.02,Recording1
0.27,0.585,-0.025,Recording1
0.272,0.55,-0.04,Recording1
0.27399999999999997,0.59,-0.055,Recording1
0.276,0.535,-0.07,Recording1
0.278,0.55,-0.08,Recording1
0.28,0.58,-0.09,Recording1
0.282,0.49,-0.095,Recording1
0.284,0.505,-0.1,Recording1
0.28600000000000003,0.425,-0.1,Recording1
0.28800000000000003,0.355,-0.1,Recording1
0.29,0.535,-0.095,Recording1
0.292,0.565,-0.1,Recording1
0.294,0.58,-0.1,Recording1
0.29600000000000004,0.58,-0.1,Recording1
0.298,0.445,-0.1,Recording1
0.3,0.425,-0.095,Recording1
0.302,0.485,-0.09,Recording1
0.304,0.535,-0.085,Recording1
0.306,0.505,-0.085,Recording1
0.308,0.505,-0.085,Recording1
0.31,0.5,-0.09,Recording1
0.312,0.49,-0.105,Recording1
0.314,0.485,-0.125,Recording1
0.316,0.465,-0.145,Recording1
0.318,0.48,-0.165,Recording1
0.32,0.41,-0.18,Recording1
0.322,0.325,-0.19,Recording1
0.324,0.365,-0.185,Recording1
0.326,0.46,-0.17,Recording1
0.32799999999999996,0.485,-0.145,Recording1
0.33,0.625,-0.115,Recording1
0.332,0.515,-0.07,Recording1
0.33399999999999996,0.46,-0.02,Recording1
0.336,0.66,0.04,Recording1
0.33799999999999997,0.77,0.115,Recording1
0.34,0.82,0.2,Recording1
0.342,0.875,0.295,Recording1
0.344,0.98,0.4,Recording1
0.34600000000000003,1.155,0.495,Recording1
0.348,1.255,0.575,Recording1
0.35,1.34,0.625,Recording1
0.35200000000000004,1.34,0.635,Recording1
0.354,1.235,0.595,Recording1
0.35600000000000004,1.175,0.515,Recording1
0.358,1.005,0.39,Recording1
0.36,0.76,0.245,Recording1
0.36200000000000004,0.52,0.085,Recording1
0.364,0.435,-0.06,Recording1
0.366,0.39,-0.18,Recording1
0.368,0.42,-0.26,Recording1
0.37,0.355,-0.3,Recording1
0.37200000000000005,0.34,-0.305,Recording1
0.374,0.25,-0.28,Recording1
0.376,0.36,-0.24,Recording1
0.37799999999999995,0.45,-0.2,Recording1
0.38,0.41,-0.17,Recording1
0.382,0.415,-0.15,Recording1
0.384,0.425,-0.145,Recording1
0.386,0.505,-0.15,Recording1
0.38799999999999996,0.41,-0.155,Recording1
0.39,0.485,-0.155,Recording1
0.392,0.515,-0.15,Recording1
0.39399999999999996,0.585,-0.135,Recording1
0.396,0.51,-0.115,Recording1
0.39799999999999996,0.49,-0.09,Recording1
0.4,0.505,-0.065,Recording1
0.402,0.53,-0.05,Recording1
0.40399999999999997,0.595,-0.045,Recording1
0.406,0.59,-0.045,Recording1
0.408,0.64,-0.06,Recording1
0.41,0.59,-0.075,Recording1
0.41200000000000003,0.425,-0.095,Recording1
0.414,0.46,-0.115,Recording1
0.41600000000000004,0.47,-0.125,Recording1
0.418,0.49,-0.135,Recording1
0.42,0.51,-0.135,Recording1
0.42200000000000004,0.59,-0.135,Recording1
0.424,0.535,-0.135,Recording1
0.426,0.555,-0.13,Recording1
0.428,0.325,-0.125,Recording1
0.43,0.45,-0.115,Recording1
0.43200000000000005,0.39,-0.11,Recording1
0.434,0.61,-0.1,Recording1
0.436,0.555,-0.09,Recording1
0.43799999999999994,0.52,-0.08,Recording1
0.44,0.605,-0.065,Recording1
0.442,0.595,-0.06,Recording1
0.444,0.535,-0.05,Recording1
0.446,0.535,-0.05,Recording1
0.44799999999999995,0.48,-0.05,Recording1
0.45,0.465,-0.055,Recording1
0.452,0.58,-0.06,Recording1
0.45399999999999996,0.605,-0.065,Recording1
0.456,0.65,-0.07,Recording1
0.45799999999999996,0.57,-0.07,Recording1
0.46,0.585,-0.065,Recording1
0.462,0.63,-0.06,Recording1
0.46399999999999997,0.49,-0.05,Recording1
0.466,0.525,-0.04,Recording1
0.46799999999999997,0.605,-0.03,Recording1
0.47,0.6,-0.02,Recording1
0.47200000000000003,0.6,-0.02,Recording1
0.474,0.625,-0.02,Recording1
0.47600000000000003,0.615,-0.025,Recording1
0.478,0.665,-0.035,Recording1
0.48,0.58,-0.04,Recording1
0.48200000000000004,0.505,-0.05,Recording1
0.484,0.51,-0.05,Recording1
0.486,0.565,-0.05,Recording1
0.488,0.61,-0.04,Recording1
0.49,0.655,-0.03,Recording1
0.49200000000000005,0.65,-0.02,Recording1
0.494,0.595,-0.01,Recording1
0.496,0.665,-0.005,Recording1
0.498,0.545,-0.005,Recording1
0.5,0.525,-0.01,Recording1
0.502,0.59,-0.02,Recording1
0.504,0.63,-0.03,Recording1
0.506,0.63,-0.04,Recording1
0.508,0.59,-0.05,Recording1
0.51,0.575,-0.05,Recording1
0.512,0.58,-0.05,Recording1
0.514,0.585,-0.04,Recording1
0.516,0.53,-0.03,Recording1
0.518,0.62,-0.015,Recording1
0.52,0.56,-0.005,Recording1
0.522,0.635,0.005,Recording1
0.524,0.73,0.015,Recording1
0.526,0.825,0.02,Recording1
0.528,0.59,0.02,Recording1
0.53,0.6,0.025,Recording1
0.532,0.675,0.03,Recording1
0.534,0.63,0.03,Recording1
0.536,0.565,0.035,Recording1
0.5379999999999999,0.665,0.04,Recording1
0.54,0.78,0.045,Recording1
0.542,0.68,0.045,Recording1
0.544,0.655,0.045,Recording1
0.546,0.68,0.045,Recording1
0.5479999999999999,0.65,0.045,Recording1
0.55,0.695,0.045,Recording1
0.552,0.74,0.045,Recording1
0.5539999999999999,0.62,0.045,Recording1
0.556,0.645,0.05,Recording1
0.5579999999999999,0.72,0.055,Recording1
0.56,0.675,0.065,Recording1
0.562,0.785,0.075,Recording1
0.564,0.725,0.09,Recording1
0.5660000000000001,0.675,0.1,Recording1
0.568,0.74,0.11,Recording1
0.57,0.68,0.12,Recording1
0.5720000000000001,0.765,0.13,Recording1
0.574,0.88,0.135,Recording1
0.5760000000000001,0.78,0.135,Recording1
0.578,0.75,0.135,Recording1
0.58,0.78,0.135,Recording1
0.5820000000000001,0.705,0.13,Recording1
0.584,0.78,0.125,Recording1
0.586,0.795,0.125,Recording1
0.588,0.785,0.12,Recording1
0.59,0.685,0.12,Recording1
0.5920000000000001,0.72,0.12,Recording1
0.594,0.815,0.12,Recording1
0.596,0.79,0.115,Recording1
0.598,0.765,0.11,Recording1
0.6,0.64,0.1,Recording1
0.602,0.7,0.09,Recording1
0.604,0.755,0.08,Recording1
0.606,0.795,0.075,Recording1
0.608,0.71,0.07,Recording1
0.61,0.68,0.075,Recording1
0.612,0.675,0.085,Recording1
0.614,0.715,0.1,Recording1
0.616,0.81,0.115,Recording1
0.618,0.875,0.125,Recording1
0.62,0.795,0.13,Recording1
0.622,0.725,0.125,Recording1
0.624,0.665,0.105,Recording1
0.626,0.725,0.075,Recording1
0.628,0.645,0.045,Recording1
0.63,0.595,0.01,Recording1
0.632,0.63,-0.015,Recording1
0.634,0.695,-0.025,Recording1
0.636,0.665,-0.025,Recording1
0.638,0.65,-0.01,Recording1
0.64,0.62,0.015,Recording1
0.642,0.62,0.04,Recording1
0.644,0.71,0.06,Recording1
0.6459999999999999,0.795,0.075,Recording1
0.648,0.76,0.07,Recording1
0.65,0.635,0.06,Recording1
0.652,0.64,0.035,Recording1
0.654,0.67,0.005,Recording1
0.6559999999999999,0.63,-0.025,Recording1
0.6579999999999999,0.525,-0.055,Recording1
0.66,0.625,-0.07,Recording1
0.662,0.545,-0.08,Recording1
0.664,0.525,-0.075,Recording1
0.6659999999999999,0.535,-0.065,Recording1
0.6679999999999999,0.65,-0.045,Recording1
0.67,0.71,-0.025,Recording1
0.672,0.585,-0.01,Recording1
0.674,0.685,0.0,Recording1
0.6759999999999999,0.665,0.0,Recording1
0.6779999999999999,0.625,0.0,Recording1
0.68,0.63,-0.01,Recording1
0.682,0.55,-0.02,Recording1
0.684,0.615,-0.03,Recording1
0.6859999999999999,0.615,-0.04,Recording1
0.688,0.605,-0.045,Recording1
0.69,0.64,-0.045,Recording1
0.6920000000000001,0.645,-0.04,Recording1
0.6940000000000001,0.535,-0.035,Recording1
0.696,0.625,-0.035,Recording1
0.698,0.665,-0.03,Recording1
0.7,0.54,-0.03,Recording1
0.7020000000000001,0.665,-0.03,Recording1
0.7040000000000001,0.715,-0.03,Recording1
0.706,0.59,-0.03,Recording1
0.708,0.58,-0.03,Recording1
0.71,0.625,-0.025,Recording1
0.7120000000000001,0.615,-0.02,Recording1
0.7140000000000001,0.61,-0.01,Recording1
0.716,0.66,-0.005,Recording1
0.718,0.625,0.0,Recording1
0.72,0.61,0.0,Recording1
0.722,0.685,-0.01,Recording1
0.7240000000000001,0.755,-0.02,Recording1
0.726,0.63,-0.035,Recording1
0.728,0.545,-0.045,Recording1
0.73,0.53,-0.05,Recording1
0.732,0.565,-0.055,Recording1
0.7340000000000001,0.66,-0.045,Recording1
0.736,0.625,-0.035,Recording1
0.738,0.58,-0.02,Recording1
0.74,0.685,-0.01,Recording1
0.742,0.655,-0.005,Recording1
0.7440000000000001,0.59,-0.01,Recording1
0.746,0.68,-0.02,Recording1
0.748,0.73,-0.035,Recording1
0.75,0.57,-0.055,Recording1
0.752,0.52,-0.07,Recording1
0.754,0.565,-0.08,Recording1
0.7559999999999999,0.545,-0.08,Recording1
0.758,0.63,-0.065,Recording1
0.76,0.56,-0.045,Recording1
0.762,0.57,-0.025,Recording1
0.764,0.775,-0.005,Recording1
0.7659999999999999,0.72,0.01,Recording1
0.768,0.705,0.02,Recording1
0.77,0.59,0.015,Recording1
0.772,0.685,0.005,Recording1
0.774,0.625,-0.01,Recording1
0.7759999999999999,0.64,-0.02,Recording1
0.778,0.565,-0.03,Recording1
0.78,0.585,-0.03,Recording1
0.782,0.73,-0.025,Recording1
0.784,0.725,-0.015,Recording1
0.7859999999999999,0.685,0.0,Recording1
0.7879999999999999,0.665,0.015,Recording1
0.79,0.605,0.025,Recording1
0.792,0.62,0.025,Recording1
0.794,0.73,0.015,Recording1
0.7959999999999999,0.765,0.005,Recording1
0.7979999999999999,0.695,-0.01,Recording1
0.8,0.565,-0.025,Recording1
0.802,0.6,-0.035,Recording1
0.804,0.635,-0.035,Recording1
0.8059999999999999,0.645,-0.03,Recording1
0.8079999999999999,0.75,-0.015,Recording1
0.81,0.735,0.005,Recording1
0.812,0.55,0.02,Recording1
0.8140000000000001,0.68,0.035,Recording1
0.816,0.68,0.04,Recording1
0.818,0.74,0.04,Recording1
0.82,0.705,0.03,Recording1
0.8220000000000001,0.69,0.015,Recording1
0.8240000000000001,0.63,-0.005,Recording1
0.826,0.585,-0.025,Recording1
0.828,0.73,-0.045,Recording1
0.83,0.63,-0.055,Recording1
0.8320000000000001,0.47,-0.06,Recording1
0.8340000000000001,0.55,-0.06,Recording1
0.836,0.695,-0.05,Recording1
0.838,0.675,-0.04,Recording1
0.84,0.625,-0.03,Recording1
0.8420000000000001,0.625,-0.015,Recording1
0.8440000000000001,0.72,-0.005,Recording1
0.846,0.685,0.0,Recording1
0.848,0.645,0.0,Recording1
0.85,0.62,-0.005,Recording1
0.852,0.605,-0.015,Recording1
0.8540000000000001,0.615,-0.02,Recording1
0.856,0.67,-0.03,Recording1
0.858,0.665,-0.035,Recording1
0.86,0.62,-0.035,Recording1
0.862,0.695,-0.035,Recording1
0.8640000000000001,0.665,-0.035,Recording1
0.866,0.615,-0.03,Recording1
0.868,0.655,-0.025,Recording1
0.87,0.555,-0.02,Recording1
0.872,0.625,-0.02,Recording1
0.8740000000000001,0.635,-0.025,Recording1
0.8759999999999999,0.675,-0.025,Recording1
0.878,0.695,-0.03,Recording1
0.88,0.67,-0.035,Recording1
0.882,0.665,-0.04,Recording1
0.884,0.725,-0.04,Recording1
0.8859999999999999,0.54,-0.04,Recording1
0.888,0.495,-0.04,Recording1
0.89,0.575,-0.035,Recording1
0.892,0.73,-0.035,Recording1
0.894,0.76,-0.035,Recording1
0.8959999999999999,0.695,-0.035,Recording1
0.898,0.595,-0.04,Recording1
0.9,0.635,-0.045,Recording1
0.902,0.56,-0.055,Recording1
0.904,0.615,-0.065,Recording1
0.9059999999999999,0.615,-0.07,Recording1
0.9079999999999999,0.63,-0.08,Recording1
0.91,0.605,-0.085,Recording1
0.912,0.61,-0.09,Recording1
0.914,0.62,-0.085,Recording1
0.9159999999999999,0.57,-0.08,Recording1
0.9179999999999999,0.66,-0.065,Recording1
0.92,0.6,-0.05,Recording1
0.922,0.57,-0.03,Recording1
0.924,0.66,-0.015,Recording1
0.9259999999999999,0.71,0.005,Recording1
0.9279999999999999,0.665,0.02,Recording1
0.93,0.79,0.035,Recording1
