time,ECG,ECGFiltered,Group
0.002,0.06,-0.03,Recording1
0.004,0.04,-0.05,Recording1
0.006,0.01,-0.065,Recording1
0.008,-0.065,-0.07,Recording1
0.01,0.0,-0.06,Recording1
0.012,0.08,-0.045,Recording1
0.013999999999999999,0.07,-0.03,Recording1
0.016,0.21,-0.015,Recording1
0.018000000000000002,0.165,-0.015,Recording1
0.02,0.16,-0.015,Recording1
0.022000000000000002,0.08,-0.025,Recording1
0.024,0.08,-0.03,Recording1
0.026000000000000002,-0.055,-0.035,Recording1
0.027999999999999997,-0.145,-0.03,Recording1
0.03,0.14,-0.01,Recording1
0.032,0.195,0.01,Recording1
0.034,0.19,0.035,Recording1
0.036000000000000004,0.15,0.06,Recording1
0.038,0.215,0.075,Recording1
0.04,0.38,0.075,Recording1
0.042,0.185,0.07,Recording1
0.044000000000000004,0.16,0.055,Recording1
0.046,0.07,0.04,Recording1
0.048,0.01,0.025,Recording1
0.05,0.05,0.02,Recording1
0.052000000000000005,0.075,0.02,Recording1
0.054000000000000006,0.125,0.03,Recording1
0.055999999999999994,0.245,0.045,Recording1
0.057999999999999996,0.345,0.06,Recording1
0.06,0.315,0.075,Recording1
0.062,0.25,0.08,Recording1
0.064,0.12,0.08,Recording1
0.066,0.01,0.08,Recording1
0.068,-0.025,0.07,Recording1
0.07,0.09,0.06,Recording1
0.07200000000000001,0.21,0.06,Recording1
0.07400000000000001,0.18,0.06,Recording1
0.076,0.35,0.065,Recording1
0.078,0.34,0.075,Recording1
0.08,0.25,0.09,Recording1
0.08199999999999999,0.25,0.1,Recording1
0.084,0.115,0.11,Recording1
0.086,0.135,0.12,Recording1
0.08800000000000001,0.1,0.125,Recording1
0.09,0.13,0.125,Recording1
0.092,0.24,0.125,Recording1
0.094,0.29,0.12,Recording1
0.096,0.25,0.115,Recording1
0.098,0.465,0.11,Recording1
0.1,0.33,0.105,Recording1
0.102,0.15,0.1,Recording1
0.10400000000000001,0.1,0.095,Recording1
0.106,0.125,0.095,Recording1
0.10800000000000001,0.2,0.1,Recording1
0.11,0.07,0.11,Recording1
0.11199999999999999,0.235,0.12,Recording1
0.114,0.385,0.13,Recording1
0.11599999999999999,0.335,0.145,Recording1
0.11800000000000001,0.315,0.15,Recording1
0.12,0.355,0.155,Recording1
0.122,0.28,0.15,Recording1
0.124,0.2,0.14,Recording1
0.126,0.165,0.13,Recording1
0.128,0.045,0.11,Recording1
0.13,0.08,0.095,Recording1
0.132,0.17,0.08,Recording1
0.134,0.22,0.07,Recording1
0.136,0.325,0.065,Recording1
0.138,0.38,0.06,Recording1
0.14,0.265,0.06,Recording1
0.142,0.24,0.06,Recording1
0.14400000000000002,0.165,0.06,Recording1
0.146,0.005,0.055,Recording1
0.14800000000000002,-0.135,0.055,Recording1
0.15,0.09,0.05,Recording1
0.152,0.215,0.045,Recording1
0.154,0.285,0.04,Recording1
0.156,0.265,0.035,Recording1
0.158,0.23,0.025,Recording1
0.16,0.16,0.02,Recording1
0.162,0.125,0.015,Recording1
0.16399999999999998,0.13,0.01,Recording1
0.166,0.02,0.0,Recording1
0.168,0.03,-0.005,Recording1
0.17,-0.03,-0.01,Recording1
0.172,0.075,-0.015,Recording1
0.174,0.13,-0.02,Recording1
0.17600000000000002,0.28,-0.03,Recording1
0.17800000000000002,0.235,-0.035,Recording1
0.18,0.115,-0.045,Recording1
0.182,0.07,-0.06,Recording1
0.184,-0.01,-0.07,Recording1
0.18600000000000003,-0.205,-0.075,Recording1
0.188,-0.085,-0.08,Recording1
0.19,0.015,-0.08,Recording1
0.192,0.125,-0.07,Recording1
0.19399999999999998,0.105,-0.06,Recording1
0.196,0.24,-0.04,Recording1
0.198,0.285,-0.02,Recording1
0.2,0.155,0.0,Recording1
0.20199999999999999,0.16,0.015,Recording1
0.204,-0.025,0.025,Recording1
0.20600000000000002,0.05,0.025,Recording1
0.20800000000000002,0.005,0.015,Recording1
0.21,0.015,0.005,Recording1
0.212,0.14,-0.015,Recording1
0.214,0.18,-0.03,Recording1
0.21600000000000003,0.255,-0.045,Recording1
0.218,0.25,-0.055,Recording1
0.22,0.05,-0.06,Recording1
0.222,0.115,-0.06,Recording1
0.22399999999999998,-0.065,-0.055,Recording1
0.226,-0.085,-0.05,Recording1
0.228,-0.07,-0.04,Recording1
0.23,0.085,-0.03,Recording1
0.23199999999999998,0.12,-0.025,Recording1
0.23399999999999999,0.175,-0.02,Recording1
0.23600000000000002,0.25,-0.02,Recording1
0.23800000000000002,0.275,-0.025,Recording1
0.24,0.17,-0.03,Recording1
0.242,0.125,-0.035,Recording1
0.244,-0.115,-0.045,Recording1
0.24600000000000002,-0.17,-0.05,Recording1
0.248,0.075,-0.055,Recording1
0.25,-0.075,-0.06,Recording1
0.252,0.035,-0.065,Recording1
0.254,0.23,-0.07,Recording1
0.256,0.275,-0.07,Recording1
0.258,0.16,-0.065,Recording1
0.26,0.09,-0.06,Recording1
0.262,0.065,-0.05,Recording1
0.264,0.03,-0.035,Recording1
0.266,-0.105,-0.02,Recording1
0.268,0.015,-0.005,Recording1
0.27,0.105,0.005,Recording1
0.272,0.21,0.015,Recording1
0.27399999999999997,0.25,0.01,Recording1
0.276,0.355,0.005,Recording1
0.278,0.22,-0.01,Recording1
0.28,0.045,-0.025,Recording1
0.282,0.08,-0.04,Recording1
0.284,-0.085,-0.05,Recording1
0.28600000000000003,-0.055,-0.06,Recording1
0.28800000000000003,0.01,-0.055,Recording1
0.29,0.02,-0.045,Recording1
0.292,0.045,-0.03,Recording1
0.294,0.285,-0.015,Recording1
0.29600000000000004,0.3,0.0,Recording1
0.298,0.29,0.015,Recording1
0.3,0.13,0.02,Recording1
0.302,0.035,0.015,Recording1
0.304,0.105,0.005,Recording1
0.306,-0.075,-0.005,Recording1
0.308,0.025,-0.02,Recording1
0.31,0.085,-0.03,Recording1
0.312,0.055,-0.04,Recording1
0.314,0.285,-0.045,Recording1
0.316,0.18,-0.045,Recording1
0.318,0.16,-0.045,Recording1
0.32,0.075,-0.04,Recording1
0.322,0.125,-0.035,Recording1
0.324,-0.01,-0.035,Recording1
0.326,0.005,-0.04,Recording1
0.32799999999999996,0.02,-0.04,Recording1
0.33,-0.11,-0.045,Recording1
