time,ECG,ECGFiltered,Group
0.002,-0.015,-0.03,Recording1
0.004,-0.02,-0.025,Recording1
0.006,-0.015,-0.02,Recording1
0.008,0.045,-0.015,Recording1
0.01,-0.015,-0.015,Recording1
0.012,-0.035,-0.015,Recording1
0.013999999999999999,-0.02,-0.015,Recording1
0.016,-0.015,-0.015,Recording1
0.018000000000000002,-0.025,-0.015,Recording1
0.02,0.0,-0.015,Recording1
0.022000000000000002,0.005,-0.02,Recording1
0.024,-0.03,-0.02,Recording1
0.026000000000000002,-0.015,-0.025,Recording1
0.027999999999999997,-0.045,-0.025,Recording1
0.03,-0.015,-0.03,Recording1
0.032,0.005,-0.03,Recording1
0.034,-0.045,-0.03,Recording1
0.036000000000000004,-0.05,-0.03,Recording1
0.038,-0.01,-0.03,Recording1
0.04,-0.035,-0.03,Recording1
0.042,-0.045,-0.03,Recording1
0.044000000000000004,-0.035,-0.025,Recording1
0.046,-0.015,-0.025,Recording1
0.048,-0.02,-0.02,Recording1
0.05,0.02,-0.02,Recording1
0.052000000000000005,0.025,-0.02,Recording1
0.054000000000000006,-0.02,-0.015,Recording1
0.055999999999999994,-0.01,-0.015,Recording1
0.057999999999999996,-0.08,-0.015,Recording1
0.06,0.0,-0.02,Recording1
0.062,-0.035,-0.02,Recording1
0.064,-0.075,-0.025,Recording1
0.066,0.005,-0.03,Recording1
0.068,-0.02,-0.035,Recording1
0.07,-0.02,-0.04,Recording1
0.07200000000000001,-0.04,-0.045,Recording1
0.07400000000000001,-0.04,-0.045,Recording1
0.076,-0.105,-0.04,Recording1
0.078,-0.05,-0.04,Recording1
0.08,0.015,-0.035,Recording1
0.08199999999999999,0.01,-0.03,Recording1
0.084,-0.03,-0.025,Recording1
0.086,-0.03,-0.025,Recording1
0.08800000000000001,0.01,-0.025,Recording1
0.09,-0.03,-0.03,Recording1
0.092,-0.025,-0.03,Recording1
0.094,-0.015,-0.035,Recording1
0.096,-0.03,-0.035,Recording1
0.098,-0.005,-0.03,Recording1
0.1,-0.005,-0.025,Recording1
0.102,-0.04,-0.02,Recording1
0.10400000000000001,0.0,-0.02,Recording1
0.106,0.01,-0.015,Recording1
0.10800000000000001,0.0,-0.015,Recording1
0.11,-0.04,-0.02,Recording1
0.11199999999999999,-0.02,-0.025,Recording1
0.114,-0.015,-0.035,Recording1
0.11599999999999999,-0.055,-0.05,Recording1
0.11800000000000001,-0.005,-0.055,Recording1
0.12,-0.085,-0.065,Recording1
0.122,-0.07,-0.07,Recording1
0.124,-0.08,-0.065,Recording1
0.126,-0.065,-0.065,Recording1
0.128,-0.005,-0.06,Recording1
0.13,-0.045,-0.055,Recording1
0.132,-0.03,-0.05,Recording1
0.134,0.0,-0.05,Recording1
0.136,-0.09,-0.05,Recording1
0.138,-0.06,-0.055,Recording1
0.14,-0.02,-0.055,Recording1
0.142,-0.005,-0.055,Recording1
0.14400000000000002,-0.045,-0.055,Recording1
0.146,-0.05,-0.05,Recording1
0.14800000000000002,-0.03,-0.045,Recording1
0.15,-0.045,-0.035,Recording1
0.152,-0.01,-0.025,Recording1
0.154,0.01,-0.015,Recording1
0.156,0.01,-0.01,Recording1
0.158,-0.05,-0.005,Recording1
0.16,0.005,-0.005,Recording1
0.162,0.035,-0.005,Recording1
0.16399999999999998,-0.005,-0.005,Recording1
0.166,0.015,-0.005,Recording1
0.168,0.03,-0.005,Recording1
0.17,0.025,-0.005,Recording1
0.172,0.015,0.0,Recording1
0.174,0.01,0.005,Recording1
0.17600000000000002,0.005,0.01,Recording1
0.17800000000000002,-0.025,0.02,Recording1
0.18,0.015,0.02,Recording1
0.182,0.04,0.025,Recording1
0.184,0.085,0.025,Recording1
0.18600000000000003,0.075,0.03,Recording1
0.188,0.05,0.03,Recording1
0.19,0.04,0.035,Recording1
0.192,-0.03,0.04,Recording1
0.19399999999999998,0.05,0.05,Recording1
0.196,0.09,0.055,Recording1
0.198,0.085,0.065,Recording1
0.2,0.08,0.065,Recording1
0.20199999999999999,0.045,0.065,Recording1
0.204,0.0,0.055,Recording1
0.20600000000000002,0.05,0.04,Recording1
0.20800000000000002,0.055,0.02,Recording1
0.21,-0.025,-0.005,Recording1
0.212,-0.01,-0.025,Recording1
0.214,-0.005,-0.045,Recording1
0.21600000000000003,-0.085,-0.06,Recording1
0.218,-0.08,-0.07,Recording1
0.22,-0.06,-0.075,Recording1
0.222,-0.065,-0.075,Recording1
0.22399999999999998,-0.075,-0.07,Recording1
0.226,-0.08,-0.07,Recording1
0.228,-0.05,-0.07,Recording1
0.23,-0.02,-0.065,Recording1
0.23199999999999998,-0.065,-0.065,Recording1
0.23399999999999999,-0.025,-0.065,Recording1
0.23600000000000002,-0.055,-0.065,Recording1
0.23800000000000002,-0.06,-0.06,Recording1
0.24,-0.045,-0.055,Recording1
0.242,-0.07,-0.05,Recording1
0.244,-0.035,-0.045,Recording1
0.24600000000000002,-0.035,-0.04,Recording1
0.248,-0.06,-0.04,Recording1
0.25,-0.075,-0.05,Recording1
0.252,-0.055,-0.065,Recording1
0.254,-0.055,-0.08,Recording1
0.256,-0.03,-0.095,Recording1
0.258,-0.155,-0.11,Recording1
0.26,-0.095,-0.115,Recording1
0.262,-0.09,-0.11,Recording1
0.264,-0.07,-0.1,Recording1
0.266,-0.035,-0.085,Recording1
0.268,-0.045,-0.065,Recording1
0.27,-0.065,-0.05,Recording1
0.272,-0.02,-0.04,Recording1
0.27399999999999997,-0.055,-0.035,Recording1
0.276,-0.065,-0.04,Recording1
0.278,-0.02,-0.05,Recording1
0.28,-0.085,-0.065,Recording1
0.282,-0.095,-0.075,Recording1
0.284,-0.08,-0.085,Recording1
0.28600000000000003,-0.055,-0.09,Recording1
0.28800000000000003,-0.115,-0.095,Recording1
0.29,-0.125,-0.09,Recording1
0.292,-0.05,-0.085,Recording1
0.294,-0.08,-0.08,Recording1
0.29600000000000004,-0.095,-0.07,Recording1
0.298,-0.06,-0.05,Recording1
0.3,-0.02,-0.015,Recording1
0.302,0.04,0.045,Recording1
0.304,0.13,0.13,Recording1
0.306,0.3,0.25,Recording1
0.308,0.415,0.395,Recording1
0.31,0.59,0.565,Recording1
0.312,0.75,0.735,Recording1
0.314,0.98,0.89,Recording1
0.316,1.045,1.01,Recording1
0.318,1.15,1.085,Recording1
0.32,1.145,1.09,Recording1
0.322,1.035,1.035,Recording1
0.324,0.97,0.92,Recording1
0.326,0.78,0.75,Recording1
0.32799999999999996,0.615,0.555,Recording1
0.33,0.36,0.345,Recording1
0.332,0.065,0.145,Recording1
0.33399999999999996,-0.11,-0.03,Recording1
0.336,-0.325,-0.17,Recording1
0.33799999999999997,-0.325,-0.27,Recording1
0.34,-0.36,-0.33,Recording1
0.342,-0.315,-0.355,Recording1
0.344,-0.325,-0.36,Recording1
0.34600000000000003,-0.27,-0.35,Recording1
0.348,-0.36,-0.33,Recording1
0.35,-0.33,-0.31,Recording1
0.35200000000000004,-0.275,-0.29,Recording1
0.354,-0.29,-0.27,Recording1
0.35600000000000004,-0.27,-0.255,Recording1
0.358,-0.205,-0.235,Recording1
0.36,-0.145,-0.22,Recording1
0.36200000000000004,-0.215,-0.195,Recording1
0.364,-0.17,-0.175,Recording1
0.366,-0.115,-0.15,Recording1
0.368,-0.08,-0.125,Recording1
0.37,-0.055,-0.11,Recording1
0.37200000000000005,-0.09,-0.09,Recording1
0.374,-0.065,-0.08,Recording1
0.376,-0.08,-0.075,Recording1
0.37799999999999995,-0.1,-0.07,Recording1
0.38,-0.08,-0.075,Recording1
0.382,-0.07,-0.075,Recording1
0.384,-0.09,-0.08,Recording1
0.386,-0.09,-0.08,Recording1
0.38799999999999996,-0.055,-0.085,Recording1
0.39,-0.085,-0.08,Recording1
0.392,-0.065,-0.08,Recording1
0.39399999999999996,-0.08,-0.075,Recording1
0.396,-0.05,-0.07,Recording1
0.39799999999999996,-0.06,-0.065,Recording1
0.4,-0.06,-0.06,Recording1
0.402,-0.08,-0.06,Recording1
0.40399999999999997,-0.04,-0.06,Recording1
0.406,-0.025,-0.065,Recording1
0.408,-0.065,-0.065,Recording1
0.41,-0.05,-0.07,Recording1
0.41200000000000003,-0.07,-0.07,Recording1
0.414,-0.065,-0.07,Recording1
0.41600000000000004,-0.07,-0.065,Recording1
0.418,-0.015,-0.06,Recording1
0.42,-0.01,-0.055,Recording1
0.42200000000000004,-0.09,-0.045,Recording1
0.424,0.025,-0.035,Recording1
0.426,-0.035,-0.025,Recording1
0.428,-0.06,-0.02,Recording1
0.43,-0.015,-0.015,Recording1
0.43200000000000005,0.005,-0.015,Recording1
0.434,-0.02,-0.02,Recording1
0.436,-0.035,-0.025,Recording1
0.43799999999999994,-0.08,-0.03,Recording1
0.44,0.02,-0.035,Recording1
0.442,-0.04,-0.04,Recording1
0.444,-0.03,-0.04,Recording1
0.446,-0.03,-0.035,Recording1
0.44799999999999995,-0.05,-0.03,Recording1
0.45,-0.05,-0.02,Recording1
0.452,-0.03,-0.01,Recording1
0.45399999999999996,0.06,0.0,Recording1
0.456,0.065,0.01,Recording1
0.45799999999999996,0.03,0.02,Recording1
0.46,0.02,0.02,Recording1
0.462,0.0,0.025,Recording1
0.46399999999999997,0.015,0.02,Recording1
