time,ECG,ECGFiltered,Group
0.002,-1.505,0.025,Recording1
0.004,-1.46,-0.01,Recording1
0.006,-1.51,-0.04,Recording1
0.008,-1.725,-0.045,Recording1
0.01,-1.64,-0.025,Recording1
0.012,-1.635,0.005,Recording1
0.013999999999999999,-1.46,0.04,Recording1
0.016,-1.47,0.075,Recording1
0.018000000000000002,-1.325,0.09,Recording1
0.02,-1.395,0.095,Recording1
0.022000000000000002,-1.385,0.08,Recording1
0.024,-1.5,0.055,Recording1
0.026000000000000002,-1.55,0.025,Recording1
0.027999999999999997,-1.63,0.0,Recording1
0.03,-1.66,-0.015,Recording1
0.032,-1.615,-0.015,Recording1
0.034,-1.58,-0.005,Recording1
0.036000000000000004,-1.485,0.015,Recording1
0.038,-1.35,0.035,Recording1
0.04,-1.345,0.05,Recording1
0.042,-1.365,0.06,Recording1
0.044000000000000004,-1.455,0.06,Recording1
0.046,-1.54,0.055,Recording1
0.048,-1.655,0.04,Recording1
0.05,-1.665,0.025,Recording1
0.052000000000000005,-1.59,0.01,Recording1
0.054000000000000006,-1.56,0.005,Recording1
0.055999999999999994,-1.56,0.005,Recording1
0.057999999999999996,-1.4,0.015,Recording1
0.06,-1.255,0.025,Recording1
0.062,-1.42,0.04,Recording1
0.064,-1.54,0.05,Recording1
0.066,-1.49,0.055,Recording1
0.068,-1.66,0.06,Recording1
0.07,-1.61,0.055,Recording1
0.07200000000000001,-1.61,0.05,Recording1
0.07400000000000001,-1.475,0.045,Recording1
0.076,-1.43,0.04,Recording1
0.078,-1.42,0.035,Recording1
0.08,-1.34,0.03,Recording1
0.08199999999999999,-1.46,0.025,Recording1
0.084,-1.505,0.02,Recording1
0.086,-1.525,0.015,Recording1
0.08800000000000001,-1.65,0.015,Recording1
0.09,-1.65,0.01,Recording1
0.092,-1.67,0.005,Recording1
0.094,-1.53,0.005,Recording1
0.096,-1.56,0.005,Recording1
0.098,-1.38,0.005,Recording1
0.1,-1.3,0.005,Recording1
0.102,-1.475,0.01,Recording1
0.10400000000000001,-1.525,0.02,Recording1
0.106,-1.55,0.025,Recording1
0.10800000000000001,-1.585,0.035,Recording1
0.11,-1.665,0.04,Recording1
0.11199999999999999,-1.55,0.045,Recording1
0.114,-1.52,0.045,Recording1
0.11599999999999999,-1.425,0.045,Recording1
0.11800000000000001,-1.36,0.035,Recording1
0.12,-1.41,0.025,Recording1
