time,ECG,ECGFiltered,Group
0.002,0.195,0.09,Recording1
0.004,0.135,0.02,Recording1
0.006,-0.06,-0.03,Recording1
0.008,0.09,-0.06,Recording1
0.01,0.105,-0.06,Recording1
0.012,0.105,-0.04,Recording1
0.013999999999999999,0.205,-0.015,Recording1
0.016,0.245,0.005,Recording1
0.018000000000000002,0.31,0.02,Recording1
0.02,0.35,0.02,Recording1
0.022000000000000002,0.2,0.01,Recording1
0.024,0.06,-0.005,Recording1
0.026000000000000002,-0.045,-0.02,Recording1
0.027999999999999997,0.1,-0.03,Recording1
0.03,0.08,-0.025,Recording1
0.032,0.105,-0.015,Recording1
0.034,0.21,0.0,Recording1
0.036000000000000004,0.215,0.015,Recording1
0.038,0.36,0.025,Recording1
0.04,0.355,0.03,Recording1
0.042,0.245,0.02,Recording1
0.044000000000000004,0.105,0.005,Recording1
0.046,-0.065,-0.015,Recording1
0.048,0.04,-0.035,Recording1
0.05,0.07,-0.045,Recording1
0.052000000000000005,0.055,-0.045,Recording1
0.054000000000000006,0.175,-0.04,Recording1
0.055999999999999994,0.265,-0.025,Recording1
0.057999999999999996,0.395,-0.01,Recording1
0.06,0.4,0.0,Recording1
0.062,0.2,0.01,Recording1
0.064,0.055,0.01,Recording1
0.066,-0.09,0.005,Recording1
0.068,0.07,0.0,Recording1
0.07,0.04,-0.01,Recording1
0.07200000000000001,0.105,-0.015,Recording1
0.07400000000000001,0.245,-0.015,Recording1
0.076,0.2,-0.015,Recording1
0.078,0.41,-0.01,Recording1
0.08,0.415,0.0,Recording1
0.08199999999999999,0.235,0.005,Recording1
0.084,0.045,0.005,Recording1
0.086,-0.095,0.005,Recording1
0.08800000000000001,0.045,0.0,Recording1
0.09,0.05,-0.005,Recording1
0.092,0.115,-0.015,Recording1
0.094,0.19,-0.025,Recording1
0.096,0.185,-0.03,Recording1
0.098,0.355,-0.035,Recording1
0.1,0.365,-0.03,Recording1
0.102,0.225,-0.025,Recording1
0.10400000000000001,0.075,-0.015,Recording1
0.106,-0.105,-0.005,Recording1
0.10800000000000001,0.065,0.0,Recording1
0.11,0.06,0.005,Recording1
0.11199999999999999,0.115,0.0,Recording1
0.114,0.18,-0.005,Recording1
0.11599999999999999,0.22,-0.015,Recording1
0.11800000000000001,0.37,-0.03,Recording1
0.12,0.295,-0.035,Recording1
0.122,0.225,-0.04,Recording1
0.124,0.0,-0.035,Recording1
0.126,-0.06,-0.03,Recording1
0.128,0.1,-0.02,Recording1
0.13,0.065,-0.01,Recording1
0.132,0.105,-0.01,Recording1
0.134,0.15,-0.01,Recording1
0.136,0.2,-0.015,Recording1
0.138,0.36,-0.03,Recording1
0.14,0.305,-0.045,Recording1
0.142,0.185,-0.055,Recording1
0.14400000000000002,-0.035,-0.065,Recording1
0.146,-0.065,-0.07,Recording1
0.14800000000000002,0.03,-0.065,Recording1
0.15,0.045,-0.06,Recording1
0.152,0.135,-0.05,Recording1
0.154,0.215,-0.045,Recording1
0.156,0.205,-0.04,Recording1
0.158,0.315,-0.04,Recording1
0.16,0.26,-0.045,Recording1
0.162,0.22,-0.05,Recording1
0.16399999999999998,-0.06,-0.05,Recording1
0.166,-0.075,-0.055,Recording1
0.168,0.1,-0.05,Recording1
0.17,0.05,-0.05,Recording1
0.172,0.06,-0.045,Recording1
